disease_target,manufacturer,submission_id,submission_title,country,region,type_of_technology,stage_of_development,regulatory_status,target_pathogen,serovar_subtype,assay_target,target_analyte,test_format,lab_vs_poc,validated_sample_types,city,instrument_name,test_to_be_listed_on_finds_web_page,permalink,country_tmp,city2,lat,lng
Enteric fever; Typhoid fever,"Shenzhen Bioeasy Biotechnology Co., ltd.",a2r69000007lbqr,Typhoid lgG/lgM,China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Unknown,Unspecified,Antibody (serological),Anti-Salmonella IgG; Anti-Salmonella IgM,Unspecified,True Point of Care,Unknown,Shenzhen,NA,Yes,https://bioeasy.com,China,"Shenzhen, China",22.54368019,114.0579071
Dengue,"Shenzhen Microprofit Biotech Co., ltd.",a2r69000007lbqs,Dengue IgG/IgM,China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum,Shenzhen City,NA,Yes,http://www.microprofit-bio.com/,China,"Shenzhen City, China",22.54368019,114.0579071
Dengue,"Shenzhen Microprofit Biotech Co., ltd.",a2r69000007lbqt,Dengue NS1 Ag,China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum,Shenzhen City,NA,Yes,http://www.microprofit-bio.com/,China,"Shenzhen City, China",22.54368019,114.0579071
Chikungunya; Dengue; Zika virus disease,"ShenZhen ZiJian Biotechnology Co., ltd.",a2r69000007lbrK,"Zika virus, chikungunya and dengue virus nucleic acid detection kit (triple Fluo",China,Western Pacific Region,Molecular,Regulatory Status Unknown,Unknown,Chikungunya virus; Dengue virus; Zika virus,Unspecified,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Shenzhen,NA,Yes,https://szzijian.com,China,"Shenzhen, China",22.54368019,114.0579071
Dengue,"ShenZhen ZiJian Biotechnology Co., ltd.",a2r69000007lbr6,Dengue fever virus type 3 nucleic acid detection kit (FluorescencePCR method),China,Western Pacific Region,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,DENV-3,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Shenzhen,NA,Yes,https://szzijian.com,China,"Shenzhen, China",22.54368019,114.0579071
Dengue,"ShenZhen ZiJian Biotechnology Co., ltd.",a2r69000007lbr8,Dengue fever virus type I nucleic acid detection kit (FluorescencePCR method),China,Western Pacific Region,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,DENV-1,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Shenzhen,NA,Yes,https://szzijian.com,China,"Shenzhen, China",22.54368019,114.0579071
Dengue,"ShenZhen ZiJian Biotechnology Co., ltd.",a2r69000007lbr7,Dengue fever virus type I and type II nucleic acid detection kit (double fluores,China,Western Pacific Region,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,DENV-1; DENV-2,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Shenzhen,NA,Yes,https://szzijian.com,China,"Shenzhen, China",22.54368019,114.0579071
Dengue,"ShenZhen ZiJian Biotechnology Co., ltd.",a2r69000007lbrA,Dengue fever virus type IV nucleic acid detection kit (FluorescencePCR method),China,Western Pacific Region,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,DENV-4,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Shenzhen,NA,Yes,https://szzijian.com,China,"Shenzhen, China",22.54368019,114.0579071
Dengue,"ShenZhen ZiJian Biotechnology Co., ltd.",a2r69000007lbr9,Dengue fever virus type III and IV nucleic acid detection kit (double fluorescen,China,Western Pacific Region,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,DENV-1; DENV-2,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Shenzhen,NA,Yes,https://szzijian.com,China,"Shenzhen, China",22.54368019,114.0579071
Chikungunya; Dengue,"ShenZhen ZiJian Biotechnology Co., ltd.",a2r69000007lbrE,"Dengue fever virus, chikungunya virus nucleic acid detection kit (double fluores",China,Western Pacific Region,Molecular,Regulatory Status Unknown,Unknown,Chikungunya virus; Dengue virus,Unspecified,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Shenzhen,NA,Yes,https://szzijian.com,China,"Shenzhen, China",22.54368019,114.0579071
Dengue,"ShenZhen ZiJian Biotechnology Co., ltd.",a2r69000007lbrD,Dengue fever virus universal nucleic acid detection kit (FluorescencePCR method),China,Western Pacific Region,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Shenzhen,NA,Yes,https://szzijian.com,China,"Shenzhen, China",22.54368019,114.0579071
Dengue,"ShenZhen ZiJian Biotechnology Co., ltd.",a2r69000007lbqu,Dengue fever virus type 2 nucleic acid detection kit (FluorescencePCR method),China,Western Pacific Region,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,DENV-2,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Shenzhen,NA,Yes,https://szzijian.com,China,"Shenzhen, China",22.54368019,114.0579071
Dengue,"ShenZhen ZiJian Biotechnology Co., ltd.",a2r69000007lbrF,"Dengue virus universal type, type I and type II nucleic acid detection kit (trip",China,Western Pacific Region,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,DENV-1; DENV-2,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Shenzhen,NA,Yes,https://szzijian.com,China,"Shenzhen, China",22.54368019,114.0579071
Dengue,SINGUWAY BIOTECH INC.,a2r69000007lbrL,Dengue virus(DEN) DNA Test,China,Western Pacific Region,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Shenzhen,NA,Yes,https://singuway.com/english/index.php,China,"Shenzhen, China",22.54368019,114.0579071
Enteric fever; Paratyphoid fever; Typhoid fever,Spectrum for Diagnostic Industries (SDI),a2r69000007lbrO,"S.typhiS.paratyphi ""A"" Direct Antigen Detection",Egypt,Eastern Mediterranean Region,Immunoassay,Regulatory Status Unknown,Unknown,Salmonella Paratyphi; Salmonella Typhi,S.paratyphi A,Antigen,Unknown,Rapid diagnostic test (strip or cassette),True Point of Care,Serum; Stool,Ismailia,NA,Yes,https://sdidiagnostics.co,Egypt,"Ismailia, Egypt",30.59381866,32.26994705
Dengue,"Sure Bio-Tech (USA) Co., ltd.",a2r69000007lbqS,Dengue NS1 Rapid Test,United States,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Unknown,Burlingame,NA,Yes,https://surebiotech.com,United States,"Burlingame, United States",37.58419418,-122.36626434
Dengue,"Sure Bio-Tech (USA) Co., ltd.",a2r69000007lbrR,Dengue NS1 Ag-IgG/IgM Combo Rapid Test,United States,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Unknown,Burlingame,NA,Yes,https://surebiotech.com,United States,"Burlingame, United States",37.58419418,-122.36626434
Dengue,"Sure Bio-Tech (USA) Co., ltd.",a2r69000007lbrQ,Dengue Ag-IgG/IgM Combo Rapid Test,United States,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Unknown,Burlingame,NA,Yes,https://surebiotech.com,United States,"Burlingame, United States",37.58419418,-122.36626434
Dengue,Systaaq Diagnostic Products,a2r69000007lbqZ,SYSTAAQ Dengue Real Time PCR Kit,United States,Region of the Americas,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,RNA,Unknown,NAT reagent kit (open source),Lab-based,Serum,Manassas,NA,Yes,https://systaaq.com,United States,"Manassas, United States",38.75077057,-77.47509003
Dengue,Teco Diagnostics,a2r69000007lbqa,Dengue IgG/IgM,United States,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Anaheim,NA,Yes,https://tecodiagnostics.com,United States,"Anaheim, United States",33.83449173,-117.91564178
Dengue,Vitassay Healthcare S.L.,a2r69000007lbfq,Vitassay qPCR Dengue,Spain,European Region,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Huesca,NA,Yes,https://VITASSAY.COM,Spain,"Huesca, Spain",42.1400528,-0.40887001
Mpox,"VivaChek Biotech (Hangzhou) Co., Ltd.",a2r69000007lbYO,Monkeypox Virus IgM/IgG Rapid Test,China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,None,Mpox virus,Unspecified,Antibody (serological),MPX IgG; MPX IgM,Rapid diagnostic test (strip or cassette),near Point of Care,Plasma; Serum; Whole Blood,Hangzhou,NA,Yes,https://vivachek.com,China,"Hangzhou, China",30.24592018,120.21079254
Mpox,"VivaChek Biotech (Hangzhou) Co., Ltd.",a2r69000007lbFV,Monkeypox Virus Ag Rapid Test,China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,None,Mpox virus,Unspecified,Antigen,MPX Antigen,Rapid diagnostic test (strip or cassette),near Point of Care,Oropharyngeal swab,Hangzhou,NA,Yes,https://vivachek.com,China,"Hangzhou, China",30.24592018,120.21079254
Dengue,Vivantis Technologies Sdn Bhd,a2r69000007lbfr,"ViPrimePLUS Dengue Virus subtypes 1, 2, 3 and 4 RT-qPCR Kit",Malaysia,Western Pacific Region,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Setia Alam,NA,Yes,https://vivantechnologies.com,Malaysia,"Setia Alam, Malaysia",3.09405875,101.45087433
Dengue,"Wells Bio, Inc.",a2r69000007lbfx,CareUS Dengue Combo NS1 & IgM/IgG,"Korea, Republic of",Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Seoul,NA,Yes,https://wellsbio.net,South Korea,"Seoul, Korea, Republic of",37.56829453,126.99778748
Dengue,"Wells Bio, Inc.",a2r69000007lbgH,CareUS Dengue NS1,"Korea, Republic of",Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Seoul,NA,Yes,https://wellsbio.net,South Korea,"Seoul, Korea, Republic of",37.56829453,126.99778748
Dengue,"Wells Bio, Inc.",a2r69000007lbgG,CareUS Dengue IgM/IgG,"Korea, Republic of",Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Seoul,NA,Yes,https://wellsbio.net,South Korea,"Seoul, Korea, Republic of",37.56829453,126.99778748
Dengue,"Xiamen Boson Biotech Co., ltd.",a2r69000007lbgN,Rapid Dengue IgG/IgM Combo Test i,China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Xiamen,NA,Yes,https://bosonbio.com,China,"Xiamen, China",24.47950935,118.08947754
Dengue,"Xiamen Boson Biotech Co., ltd.",a2r69000007lbgJ,Dengue IgG/IgM Combo Test Card,China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Xiamen,NA,Yes,https://bosonbio.com,China,"Xiamen, China",24.47950935,118.08947754
Dengue,"Xiamen Boson Biotech Co., ltd.",a2r69000007lbgI,Dengue IgG/IgM Combo Self Test Kit,China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Xiamen,NA,Yes,https://bosonbio.com,China,"Xiamen, China",24.47950935,118.08947754
Dengue,"Xiamen Boson Biotech Co., ltd.",a2r69000007lbgL,Dengue NS1 Antigen Test Card,China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Xiamen,NA,Yes,https://bosonbio.com,China,"Xiamen, China",24.47950935,118.08947754
Dengue,"Xiamen Boson Biotech Co., ltd.",a2r69000007lbgK,Dengue NS1 Antigen and IgG/IgM AntibodyDuo Panel Test Card,China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Xiamen,NA,Yes,https://bosonbio.com,China,"Xiamen, China",24.47950935,118.08947754
Dengue,"Xiamen Boson Biotech Co., ltd.",a2r69000007lbgM,Dengue NS1 Antigen Test Strip,China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Xiamen,NA,Yes,https://bosonbio.com,China,"Xiamen, China",24.47950935,118.08947754
Dengue,"Zhejiang Orient Gene Biotech Co.,Ltd",a2r69000007lbfQ,Dengue IgM/IgG Rapid Test Cassette,China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Unknown,Huzhou,NA,Yes,https://orientgene.com,China,"Huzhou, China",30.89249992,120.08750153
Dengue,"Zhejiang Orient Gene Biotech Co.,Ltd",a2r69000007lbfS,Dengue NS1 and IgM/IgG Combo Rapid Test Cassette,China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Unknown,Huzhou,NA,Yes,https://orientgene.com,China,"Huzhou, China",30.89249992,120.08750153
Dengue,"Zhejiang Orient Gene Biotech Co.,Ltd",a2r69000007lbfR,Dengue NS1 Ag Rapid Test Cassette,China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Unknown,Huzhou,NA,Yes,https://orientgene.com,China,"Huzhou, China",30.89249992,120.08750153
Dengue,"Zhuhai Encode Medical Engineering Co.,ltd.",a2r69000007lbfT,Dengue IgG/IgM Rapid Test-Cassette,China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Zhuhai,NA,Yes,https://encode.com.cn,China,"Zhuhai, China",22.27086067,113.57666016
Enteric fever; Typhoid fever,"Zhuhai Encode Medical Engineering Co.,ltd.",a2r69000007lbfV,Typhoid Ab Rapid Test Device,China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Salmonella Typhi,Not applicable,Antibody (serological),Unknown,Rapid diagnostic test (strip or cassette),True Point of Care,Unknown,Zhuhai,NA,Yes,https://encode.com.cn,China,"Zhuhai, China",22.27086067,113.57666016
Dengue,"Zhuhai Encode Medical Engineering Co.,ltd.",a2r69000007lbfU,Dengue IgG/IgM/NS1 Combo Rapid Test Device,China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Zhuhai,NA,Yes,https://encode.com.cn,China,"Zhuhai, China",22.27086067,113.57666016
Mpox,ZYBIO INC.,a2r69000007lbHh,Monkeypox virus nucleic acid detection kits (fluorescent PCR),China,Western Pacific Region,Molecular,Regulatory Status Unknown,Unknown,Mpox virus,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Chongqing,NA,Yes,https://zybio.com,China,"Chongqing, China",29.56274986,106.55180359
Enteric fever; Paratyphoid fever,Acro Biotech Inc.,a2r69000007laMx,Salmonella paratyphi Antigen Rapid Test Cassette,United States,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Salmonella Paratyphi,Unspecified,Antigen,Unknown,Rapid diagnostic test (strip or cassette),True Point of Care,Stool,Rancho Cucamonga,NA,Yes,https://acrobiotech.com,United States,"Rancho Cucamonga, United States",34.10639954,-117.57576752
Enteric fever; Paratyphoid fever; Typhoid fever,Acro Biotech Inc.,a2r69000007laMy,Salmonella typhi and paratyphi Antigen Combo Rapid Test Cassette,United States,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Salmonella Paratyphi; Salmonella Typhi,Unspecified,Antigen,Unknown,Rapid diagnostic test (strip or cassette),True Point of Care,Stool,Rancho Cucamonga,NA,Yes,https://acrobiotech.com,United States,"Rancho Cucamonga, United States",34.10639954,-117.57576752
Dengue,ICT International,a2r690000085Ahg,Dengue Combo Rapid Test Cassette (Whole Blood/Serum/Plasma),South Africa,African Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Finger prick blood; Plasma; Serum; Whole Blood,Cape Town,NA,Yes,https://ictdiagnostics.co.za,South Africa,"Cape Town, South Africa",-33.92710876,18.42006111
Ebola virus disease,"Bioneovan Co., Ltd",a2rVj0000001jPh,Rapid test for detection of Ebola virus antibodies,China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Ebola virus,Unspecified,Antibody (serological),Unknown,Rapid diagnostic test (strip or cassette),near Point of Care,Plasma; Serum,Beijing,NA,Yes,https://bioneovan.com,China,"Beijing, China",39.9078064,116.39758301
Gastroenteritis; Salmonellosis (Non-Typhoidal),CERTEST BIOTEC SL,a2rVj00000019su,VIASURE Gastrointestinal Panel II Real Time PCR Detection Kit ,Spain,European Region,Molecular,Regulatory Status Unknown,Unknown,Aeromonas spp; Campylobacter spp; Cryptosporidium spp; Escherichia coli; Giardia lamblia; Other; Salmonella spp.; Shigella spp; Yersinia enterocolitica,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Stool,San Mateo de Gallego,NA,Yes,https://certest.es/,Spain,"San Mateo de Gallego, Spain",41.83060074,-0.76907343
Gastroenteritis; Salmonellosis (Non-Typhoidal),CERTEST BIOTEC SL,a2rVj00000019sv,VIASURE Gastrointestinal Panel I Real Time PCR Detection Kit,Spain,European Region,Molecular,Regulatory Status Unknown,Unknown,Adenovirus; Astrovirus; Campylobacter spp; Cryptosporidium spp; Entamoeba histolytica; Escherichia coli; Giardia lamblia; Norovirus; Rotavirus; Salmonella spp.; Sapovirus; Shigella spp; Yersinia enterocolitica,Other,RNA + DNA,Unknown,NAT reagent kit (open source),Lab-based,Stool,San Mateo de Gallego,NA,Yes,https://certest.es/,Spain,"San Mateo de Gallego, Spain",41.83060074,-0.76907343
Gastroenteritis; Salmonellosis (Non-Typhoidal),CERTEST BIOTEC SL,a2rVj00000019st,VIASURE Gastrointestinal Panel IV Real Time PCR Detection Kit,Spain,European Region,Molecular,Regulatory Status Unknown,Unknown,Campylobacter coli; Campylobacter jejuni; Campylobacter lari; Campylobacter spp; Salmonella spp.; Shigella spp; Yersinia enterocolitica,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Stool,San Mateo de Gallego,NA,Yes,https://certest.es/,Spain,"San Mateo de Gallego, Spain",41.83060074,-0.76907343
Gastroenteritis; Salmonellosis (Non-Typhoidal),CERTEST BIOTEC SL,a2rVj00000019ss,VIASURE Gastrointestinal Panel III Real Time PCR Detection Kit,Spain,European Region,Molecular,Regulatory Status Unknown,Unknown,Aeromonas spp; Campylobacter spp; Escherichia coli; Salmonella spp.; Shigella spp; Yersinia enterocolitica,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Stool,San Mateo de Gallego,NA,Yes,https://certest.es/,Spain,"San Mateo de Gallego, Spain",41.83060074,-0.76907343
