date_of_submission,manufacturer,submission_id,submission_title,country,region,stage_of_development,regulatory_status,type_of_technology,assay_aim,syndromes,other_target_pathogen,permalink,planned_market_entry,primary_use_case,ID_type,disease_target,assay_target,organism_classes,target_pathogen,target_analyte,technology_principle,readout_technology,other_readout_technology,qualitative_or_quantitative,antimicrobial_resistance_class,resistance_marker,other_antimicrobial_resistance_class,Drug_resistance_target,Other Drug resistance target,AST_output,test_format,other_test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,other_validated_sample_type,time_to_results_excl_prep,city,test_to_be_listed_on_finds_web_page,country_tmp,city2,lat,lng
13.04.2023,Prestige Diagnostics UK ltd.,a2r69000006YUgR,CRP VISILATEX,United Kingdom,European Region,Regulatory Status Unknown,None,Immunoassay,Host Response,Inflammation,NA,https://prestigediagnostics.co.uk,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Slide Agglutination,Turbidity,NA,Semi-quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,IA Reagent Kit,NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,NA,Galgorm,Yes,United Kingdom,"Galgorm, United Kingdom",54.86253738,-6.32297564
13.04.2023,Creative Diagnostics,a2r69000006YUep,"C-Reactive Protein (CRP) Serum Rapid Test (Cassette), (Product No. DTSJIL-1602)",United States,Region of the Americas,Regulatory Status Unknown,None,Immunoassay,Host Response,Inflammation,NA,https://creative-diagnostics.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Lateral Flow Assay,Colorimetric,NA,Unknown,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum,NA,10,Shirley,Yes,United States,"Shirley, United States",42.53978729,-71.65859222
13.04.2023,Creative Diagnostics,a2r69000006YUeq,"CRP Serum Whole Blood Rapid Test (Cassette), (Product No. DTS233)",United States,Region of the Americas,Regulatory Status Unknown,None,Immunoassay,Host Response,Inflammation,NA,https://creative-diagnostics.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Lateral Flow Assay,Colorimetric,NA,Unknown,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,10,Shirley,Yes,United States,"Shirley, United States",42.53978729,-71.65859222
13.04.2023,DIALAB GmbH,a2r69000006YUes,CRP (SPIA),Austria,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,Host Response,Inflammation,NA,https://dialab.at/en/home,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Agglutination,Turbidity,NA,Semi-quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,IA Reagent Kit,NA,Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Serum,NA,NA,Lower Austria,Yes,Austria,"Lower Austria, Austria",48.27220154,15.75160313
13.04.2023,DIALAB GmbH,a2r69000006YUet,CRP 5+1,Austria,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,Host Response,Inflammation,NA,https://dialab.at/en/home,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Agglutination,Turbidity,NA,Semi-quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,IA Reagent Kit,NA,Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Serum,NA,NA,Lower Austria,Yes,Austria,"Lower Austria, Austria",48.27220154,15.75160313
13.04.2023,Advy Y Chemical Pvt. ltd.,a2r69000006YUdo,QuaLax CRP Slide Latex Kit,India,South-East Asian Region,Regulatory Status Unknown,None,Immunoassay,Host Response,Inflammation,NA,https://advychemical.com/the-firm,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Slide Agglutination,Turbidity,NA,Quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,IA Reagent Kit,NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum,NA,3,Mumbai,Yes,India,"Mumbai, India",18.96904755,72.82118225
13.04.2023,Anamol Laboratories Pvt,a2r69000006YUdp,CRP LATEX,India,South-East Asian Region,Regulatory Status Unknown,None,Immunoassay,Host Response,Inflammation,NA,https://anamollabs.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Agglutination,Turbidity,NA,Semi-quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,IA Reagent Kit,NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum,NA,2,NA,Yes,India,India,22.35250664,79.36367798
13.04.2023,Arlington Scientific,a2r69000006YUdq,ASI CRP Slide Test,United States,Region of the Americas,Regulatory Achieved,CE-IVDD; US FDA 510k; US FDA EUA,Immunoassay,Host Response,Inflammation,NA,https://arlingtonscientific.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Slide Agglutination,Turbidity,NA,Semi-quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,IA Reagent Kit,NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum,NA,2,Springville,Yes,United States,"Springville, United States",40.16523361,-111.61062622
13.04.2023,"Hangzhou AllTest Biotech Co., Ltd.",a2r69000006YUfI,Jus Check - CRP Rapid Test strip,China,Western Pacific Region,Regulatory Achieved,CE-IVDD,Immunoassay,Host Response,Inflammation,NA,https://alltests.com.cn,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Lateral Flow Assay,Colorimetric,NA,Semi-quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,5,Hangzhou,Yes,China,"Hangzhou, China",30.24592018,120.21079254
13.04.2023,Swedicine AB,a2r69000006YUfx,SAA AND CRP COMBO,Sweden,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,Host Response,Inflammation,NA,https://swedicine.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein; Serum Amyloid A,Lateral Flow Assay,Colorimetric,NA,Semi-quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,NA,Stockholm,Yes,Sweden,"Stockholm, Sweden",59.32511902,18.07109261
13.04.2023,Teco Diagnostics,a2r69000006YUfz,CRP reagent set,United States,Region of the Americas,Regulatory Achieved,US FDA 510k,Immunoassay,Host Response,Inflammation,NA,https://tecodiagnostics.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Slide Agglutination,Turbidity,NA,Quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,IA Reagent Kit,NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Whole Blood,NA,NA,Anaheim,Yes,United States,"Anaheim, United States",33.83449173,-117.91564178
13.04.2023,GenSure Biotech Inc.,a2r69000006YUfK,C-Reactive Protein/Serum Amyloid Protein A,China,Western Pacific Region,Regulatory Achieved,CE-IVDD,Immunoassay,Host Response,Inflammation,NA,https://gensurebio.cn,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein; Serum Amyloid A,Lateral Flow Assay,Fluorescence,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,A proprietary/new instrument is required,Manual,near Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,15,Shijiazhuang,Yes,China,"Shijiazhuang, China",38.04232025,114.51477814
13.04.2023,Tody Laboratories Int.,a2r69000006YUg2,"latex - CRP, C-Reactive Protein",Romania,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,Host Response,Inflammation,NA,https://todylaboratories.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Slide Agglutination,Turbidity,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,IA Reagent Kit,NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum,NA,2,Bucharest,Yes,Romania,"Bucharest, Romania",44.43558121,26.10222054
13.04.2023,AMS UK ltd.,a2r69000006YUdk,CRP (C-REACTIVE PROTEIN) VISILATEX - SLIDE ASSAY,United Kingdom,European Region,Regulatory Status Unknown,None,Immunoassay,Host Response,Inflammation,NA,https://amslabs.co.uk,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Slide Agglutination,Turbidity,NA,Quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,IA Reagent Kit,NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum,NA,2,Ballymena,Yes,United Kingdom,"Ballymena, United Kingdom",54.89884949,-6.27780485
13.04.2023,GenSure Biotech Inc.,a2r69000006YUfL,Whole Range C Reactive Protein (hypersensitive CRP + CRP),China,Western Pacific Region,Regulatory Achieved,CE-IVDD,Immunoassay,Host Response,Inflammation,NA,https://gensurebio.cn,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Lateral Flow Assay,Fluorescence,NA,Semi-quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,A proprietary/new instrument is required,Manual,near Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,15,Shijiazhuang,Yes,China,"Shijiazhuang, China",38.04232025,114.51477814
13.04.2023,Actim Oy,a2r69000006YUdm,Actim  CRP,Finland,European Region,Regulatory Status Unknown,None,Immunoassay,Host Response,Inflammation,NA,https://actimtest.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Lateral Flow Assay,Colorimetric,NA,Quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Whole Blood,NA,5,Joensuu,Yes,Finland,"Joensuu, Finland",62.60057449,29.76221275
13.04.2023,Biosynex SA,a2r69000006YUfO,Biosynex C-Reactive Protein Test Cassette,France,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,Host Response,Inflammation,NA,https://biosynex.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Lateral Flow Assay,Colorimetric,NA,Quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,5,ILLKIRCH-GRAFFENSTADEN,Yes,France,"ILLKIRCH-GRAFFENSTADEN, France",48.52934265,7.71107864
13.04.2023,Fortress Diagnostics,a2r69000006YUej,CRP Latex Serology,United Kingdom,European Region,Regulatory Status Unknown,None,Immunoassay,Host Response,Inflammation,NA,https://fortressdiagnostics.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Unspecified,Turbidity,NA,Quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Chemiluminescent Immunoassay (CLIA),NA,No instrumentation is required,Manual,near Point of Care,Intended for professional use only,Unknown,NA,NA,Northern Ireland,Yes,United Kingdom,"Northern Ireland, United Kingdom",54.61077499,-6.69016886
13.04.2023,"Shenzhen Kang Sheng Bao Bio-Technology Co.,ltd.",a2r69000006YUfP,CRP quantitative rapid test  KitColloidal Gold,China,Western Pacific Region,Regulatory Achieved,CE-IVDD,Immunoassay,Host Response,Inflammation,NA,https://ksbbiotech.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Lateral Flow Assay,Colorimetric,NA,Quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,NA,Shenzhen,Yes,China,"Shenzhen, China",22.54368019,114.0579071
13.04.2023,Fortress Diagnostics,a2r69000006YUek,CRP rapid test device,United Kingdom,European Region,Regulatory Status Unknown,None,Immunoassay,Host Response,Inflammation,NA,https://fortressdiagnostics.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Unspecified,Colorimetric,NA,Unknown,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Unknown,NA,10,Northern Ireland,Yes,United Kingdom,"Northern Ireland, United Kingdom",54.61077499,-6.69016886
13.04.2023,NTBIO Diagnostics Inc,a2r69000006YUgM,C-Reactive Protein,Canada,Region of the Americas,Regulatory Achieved,CE-IVDD; Health Canada,Immunoassay,Host Response,Inflammation,NA,https://ntbio.ca,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Lateral Flow Assay,Colorimetric,NA,Quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum,NA,NA,Surrey,Yes,Canada,"Surrey, Canada",49.10460281,-122.82350922
13.04.2023,GA Generic Assays GmbH,a2r69000006YUel,CRP latex,Germany,European Region,Regulatory Status Unknown,None,Immunoassay,Host Response,Inflammation,NA,https://genericassays.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,ELISA/EIA,Turbidity,NA,Semi-quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Chemiluminescent Immunoassay (CLIA),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum,NA,2,Blankenfelde-Mahlow,Yes,Germany,"Blankenfelde-Mahlow, Germany",52.33693695,13.41434383
13.04.2023,Prestige Diagnostics UK ltd.,a2r69000006YUgQ,CRP TURBIDIMETRIC,United Kingdom,European Region,Regulatory Status Unknown,None,Immunoassay,Host Response,Inflammation,NA,https://prestigediagnostics.co.uk,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Agglutination,Turbidity,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,IA Reagent Kit,NA,No instrumentation is required,Manual,near Point of Care,Intended for professional use only,Unknown,NA,NA,Galgorm,Yes,United Kingdom,"Galgorm, United Kingdom",54.86253738,-6.32297564
13.04.2023,"Assure Tech. (Hangzhou) Co., ltd.",a2r69000006YUdr,Fastest C-Reactive Protein Rapid Semi-quantitative,China,Western Pacific Region,Regulatory Achieved,CE-IVDD,Immunoassay,Host Response,Inflammation,NA,https://diareagent.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Lateral Flow Assay,Colorimetric,NA,Semi-quantitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,10,Hangzhou,Yes,China,"Hangzhou, China",30.24592018,120.21079254
13.04.2023,Atlas Medical,a2r69000006YUds,CRP Latex Kit,Germany,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,Host Response,Inflammation,NA,https://atlas-medical.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,Antigen,Not applicable,Not applicable,C-reactive protein,Slide Agglutination,Turbidity,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,IA Reagent Kit,NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum,NA,2,Berlin,Yes,Germany,"Berlin, Germany",52.52342987,13.41143608
