"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: City","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Other Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Study Type","FIND Evaluation","Assay Target","Total number of samples","Number of positive samples","Number of negative samples","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Assay: Potential impact (in silico analyses)","Assay: No impact (analytical/clinical studies)","Assay: Impact (analytical/clinical studies)","Assay: No expected impact (in silico analyses)","Assay: S gene dropout","Assay: SARS-CoV-2 variant(s)","Created By: Full Name","Last Modified By: Full Name","Instrument: Instrument ID","Instrument: Instrument Name","Instrument: Connectivity Solution","Assay: FIND Website Area"
"a2v69000004gKgc","a2r69000007lbjK","","06.07.2023","Taiwan","Taipei City","Western Pacific Region","plexbio.com","PlexBio Co.,ltd.","IntelliPlex SARS-CoV-2 Detection Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Molecular","RNA","E gene; N gene; RdRp gene","qPCR","","Fluorescence","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Bronchoalveolar lavage; Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K23","PlexBio 100 Fluorescent Analyzer","Yes","COVID-19; Outbreak"
"a2v69000004gKhD","a2r69000007lbjh","","06.07.2023","United States","Hercules","Region of the Americas","bio-rad.com","Bio-Rad Laboratories, Inc.","Bio-Rad Reliance SARS-CoV-2 RT-PCR Assay Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","None","","Already on the market (commercialized)","Molecular","RNA","N gene","qPCR","","Fluorescence","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019Jyb","Bio-Rad CFX96","Yes","COVID-19; Outbreak"
"a2v69000004gLHf","a2r69000007lbKv","","06.07.2023","China","Jiangsu","Western Pacific Region","medomics-dx.net","Jiangsu Medomics Medical Technology","Gardian T3 COVID-19-SARS-CoV-2 Antigen Saliva Self Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Nanobodies","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Saliva","","10.00","Yes","","","","","","","","","","","","","","None","Alpha; Beta; Delta; Gamma","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKhG","a2r69000007lbOn","","06.07.2023","Italy","Monteriggioni","European Region","diesse.it","Diesse Diagnostica Senese SpA","Chorus SARS-CoV-2 IgM","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgM","ELISA/EIA","","Colorimetric","IA Reagent Kit","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Serum","","40.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019Jym","Chorus Trio Instrument","Yes","COVID-19; Outbreak"
"a2v69000004gLHe","a2r69000007lb6m","","06.07.2023","China","Jiangsu","Western Pacific Region","medomics-dx.net","Jiangsu Medomics Medical Technology","SARS-CoV-2 & Influenza A/B Antigen Combo Rapid Test Kit (LFIA)","Diagnostic/confirmatory test","ID","Common Cold; Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","Australia TGA","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","","20.00","Yes","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Omicron; Omicron (BA.4); Omicron (BA.5)","Unknown","","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKhF","a2r69000007lbNf","","06.07.2023","United Kingdom","Manchester","European Region","genedrive.com","Genedrive Diagnostics ltd.","Genedrive COV19-ID Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; MHRA UK","","2021","Molecular","RNA","N gene; ORF1ab","Isothermal LAMP","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Mid-turbinate swab; Nasal swab","","7.50","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Delta+; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019Jzm","Genedrive Instrument","Yes","COVID-19; Outbreak"
"a2v69000004gLIF","a2r69000007lbOS","","06.07.2023","China","Hangzhou","Western Pacific Region","joinstar.cn","JOINSTAR BIOMEDICAL TECHNOLOGY CO.,ltd.","SARS-CoV-2 Neutralizing Antibody Rapid Test (Colloidal Gold)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","2021","Immunoassay","Antibody (serological)","Neutralizing Antibodies","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum","","15.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Gamma","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKge","a2r69000007lblt","","06.07.2023","China","Haicang District","Western Pacific Region","wizbiotech.com","Xiamen Wiz Biotech Co., ltd.","SARS-CoV-2 Antigen Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K27","Portable Immune Analyzer WIZ-A101","Yes","COVID-19; Outbreak"
"a2vVj0000003UHi","a2rVj0000000km1","","14.12.2023","Japan","Kanagawa","Western Pacific Region","fujifilm.com","FUJIFILM Corporation","FUJI DRI-CHEM IMMUNO AG HANDY COVID-19/Flu","Diagnostic/confirmatory test","ID","Common Cold; Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","Japan MHLW","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","","","","","Nasal swab; Nasopharyngeal swab","","","Yes","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Not applicable","","","James Bates","James Bates","a2s690000019Jzi","Fuji DRI-CHEM IMMUNO AG2 Analyser","Yes","COVID-19; Outbreak"
"a2vVj000001xTTd","a2rVj00000040JB","","26.09.2024","Korea, Republic of","Suwon-si","Western Pacific Region","sdbiosensor.com","SD Biosensor, Inc.","STANDARD M10 Flu/RSV/SARS-CoV-2","Diagnostic/confirmatory test","ID","Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; Respiratory Syncytial Virus (RSV); SARS-CoV-2","Regulatory Achieved","CE-IVDD; Korea MFDS","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab","","60.00","Yes","","","","","","","","","","","","","","None","Alpha; Beta; Delta; Delta+; Gamma; Omicron","None","None","Unknown","Not applicable","Romain Wyss","Romain Wyss","","","","COVID-19; Outbreak"
"a2vVj000001fUxd","a2rVj0000008nLJ","","12.08.2024","United States","Rockville","Region of the Americas","maximbio.com","Maxim Biomedical, Inc.","Nano-Check Influenza+COVID-19 Dual Test","Diagnostic/confirmatory test","ID","Common Cold; Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Immunoassay","Antigen","InfA N antigen; InfB N antigen; N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","","15.00","Yes","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","Bastien Schyrr","Bastien Schyrr","","","","COVID-19; Outbreak"
"a2v69000003QzUi","a2r690000085AKw","","23.11.2023","China","Unknown","Western Pacific Region","fanttest.com","Hangzhou Fanttest Biotech Co.,Ltd.","Diagfest Covid-19/Influenza A & B Antigen Test Kit","Diagnostic/confirmatory test","ID","Bronchiolitis; Bronchitis; Common Cold; Covid-19; Croup; Influenza; Pneumonia; Sepsis; Tonsillopharyngitis","Influenza A; Influenza B; Respiratory Syncytial Virus (RSV); SARS-CoV-2","Regulatory Achieved","Australia TGA","","Already on the market (commercialized)","Immunoassay","Antigen","InfA N-protein; InfB N-protein; N-protein; RSV N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","","","","Intended for self-testing (version available)","Nasal swab","","","Yes","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Not applicable","","","James Bates","James Bates","","","","COVID-19; Outbreak"
"a2v69000003QzUn","a2r690000085AL1","","23.11.2023","China","Unknown","Western Pacific Region","fanttest.com","Hangzhou Fanttest Biotech Co.,Ltd.","Fanttest Covid-19/RSV/Influenza A & B Antigen Test Kit","Diagnostic/confirmatory test","ID","Bronchiolitis; Bronchitis; Common Cold; Covid-19; Croup; Influenza; Pneumonia; Sepsis; Tonsillopharyngitis","Influenza A; Influenza B; Respiratory Syncytial Virus (RSV); SARS-CoV-2","Regulatory Achieved","Australia TGA","","Already on the market (commercialized)","Immunoassay","Antigen","InfA N-protein; InfB N-protein; N-protein; RSV N-protein","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","","","","Intended for self-testing (version available)","Nasal swab","","","Yes","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Not applicable","","","James Bates","James Bates","","","","COVID-19; Outbreak"
"a2v69000003QzUd","a2r690000085AKr","","23.11.2023","China","Unknown","Western Pacific Region","fanttest.com","Hangzhou Fanttest Biotech Co.,Ltd.","Cellife Diagfest - COVID-19/RSV/Influenza A&B Antigen Test","Diagnostic/confirmatory test","ID","Bronchiolitis; Bronchitis; Common Cold; Covid-19; Croup; Influenza; Pneumonia; Sepsis; Tonsillopharyngitis","Influenza A; Influenza B; Respiratory Syncytial Virus (RSV); SARS-CoV-2","Regulatory Achieved","Australia TGA","","Already on the market (commercialized)","Immunoassay","Antigen","InfA N-protein; InfB N-protein; N-protein; RSV N-protein","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","","","","Intended for self-testing (version available)","Nasal swab","","","Yes","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Not applicable","","","James Bates","James Bates","","","","COVID-19; Outbreak"
"a2v69000003QzPT","a2r6900000859ha","","17.11.2023","United States","Lenexa","Region of the Americas","mawdpathology.com","MAWD Laboratories","MAWD Laboratories SARS-CoV-2 Dual Target by RT-PCR","Diagnostic/confirmatory test","ID","Common Cold; Covid-19","SARS-CoV-2","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Molecular","RNA","N1 gene; N2 gene","qPCR","","Fluorescence","Laboratory-developed test (LDT)","","","","Lab-based","Intended for professional use only","Nasopharyngeal swab","","","Yes","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Not applicable","","Omicron","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000003QzPY","a2r6900000859hp","","17.11.2023","Korea, Republic of","Seoul","Western Pacific Region","kogene.co.kr/eng","KogeneBiotech Co., ltd.","PowerChek SARS-CoV-2 / Influenza A, B / RSV Real-time PCR Kit","Diagnostic/confirmatory test","ID","Common Cold; Covid-19; Croup; Influenza; Parainfluenza; Pneumonia","Influenza A; Influenza B; Respiratory Syncytial Virus (RSV); SARS-CoV-2","Regulatory Achieved","CE; Korea MFDS","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","NAT reagent kit (open source)","","","","Lab-based","Intended for professional use only","Unknown","","","Yes","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Not applicable","","","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000003QzOf","a2r6900000859hf","","16.11.2023","Korea, Republic of","Seongnam-si","Western Pacific Region","1drop.co.kr","1drop Inc.","1copy™ COVID-19 MDx Kit (Home Test)","Diagnostic/confirmatory test","ID","Common Cold; Covid-19","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Korea MFDS","","Already on the market (commercialized)","Molecular","DNA","N gene; S gene","Isothermal LAMP","","Colorimetric","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","True Point of Care","Intended for self-testing (version available)","Nasal swab; Nasopharyngeal swab","","","Yes","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Not applicable","","","Romain Wyss","Romain Wyss","a2s69000002r1mS","1POT Professional","Yes","COVID-19; Outbreak"
"a2v69000003QzPn","a2r690000085A4o","","17.11.2023","Switzerland","Rotkreuz","European Region","molecular.roche.com","Roche Diagnostics International AG","cobas SARS-CoV-2 & Influenza A/B v2","Diagnostic/confirmatory test","ID","Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Molecular","RNA","InfA Matrix gene; InfB Matrix gene; ORF1ab","qPCR","","Fluorescence","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","","Lab-based","Intended for professional use only","Nasal swab; Nasopharyngeal swab","","","Yes","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Not applicable","","","James Bates","James Bates","a2s690000019Jyq","Cobas 8800 sytem","Yes","COVID-19; Outbreak"
"a2vVj0000003W09","a2rVj0000000kvh","","14.12.2023","United States","Des Moines","Region of the Americas","https://www.eurofins.com/contact-us/worldwide-interactive-map/japan/eurofins-geneticlab/","Eurofins GeneticLab Co., Ltd.","SARS-CoV-2 Antigen Rapid Test Kit [GeneticLab]","Diagnostic/confirmatory test","ID","Common Cold; Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Japan MHLW","","Already on the market (commercialized)","Immunoassay","","","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","","","","","","","","Yes","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Not applicable","","","James Bates","James Bates","","","","COVID-19; Outbreak"
"a2vVj0000003W6b","a2rVj0000000kyv","","14.12.2023","Japan","3-9-3, Honjo-Nishi, Kita-ku,","Western Pacific Region","nipro.co.jp","Nipro Corporation","VTRUST SARS-CoV-2+Flu Ag","Diagnostic/confirmatory test","ID","Common Cold; Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","Japan MHLW","","Already on the market (commercialized)","Immunoassay","","","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","","","","","","","","Yes","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Not applicable","","","James Bates","James Bates","","","","COVID-19; Outbreak"
"a2vVj0000003WTB","a2rVj0000000l8b","","14.12.2023","Japan","Shizuoka","Western Pacific Region","tauns.co.jp/english","TAUNS Laboratories Co.","ImonoAce SARS-CoV-2 Saliva / Ⅱ Capilia SARS-CoV-2 Saliva Ⅱ","Diagnostic/confirmatory test","ID","Common Cold; Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Japan MHLW","","Already on the market (commercialized)","Immunoassay","","","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","","","","","","","","Yes","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Not applicable","","","James Bates","James Bates","","","","COVID-19; Outbreak"
