"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: City","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Disease Target Phase","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Resistance Marker","Assay: Other resistance marker","Assay: Drug Resistance Target","Assay: Other drug resistance target","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Perf Submission Title","Performance Detail Submission Number","Assay Target","Study Type","Type of data source","Drug Resistance Target","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Target Patient Group","Sample Type","Total number of samples","Number of positive samples","Number of negative samples","Other drug resistance target","Assay: Other Regulatory Approval","Assay: Purpose of submission"
"a2vVj000000JSrp","a2rVj0000002CwL","","30.01.2024","Delhi","India","South-East Asian Region","crisprbits.com","CrisprBits","PathCrisp TB Assay","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Early Stage Development (partial prototype)","None","Unspecified Market Entry","Molecular","DNA","","PCR (conventional); CRISPR","","","Not applicable","","Not applicable","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","","True Point of Care","Intended for professional use only","Nasal swab; Saliva","","","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2vVj0000002vqD","a2rVj0000000N33","","13.12.2023","Overland","United States","Region of the Americas","auragentbio.com","Auragent Bioscience LLC","Ultrasensitive lateral-flow assay platform for TB LAM test","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Early Stage Development (partial prototype)","None","Unspecified Market Entry","Immunoassay","Antigen","Lipoarabinomannan (LAM)","Lateral Flow Assay","","Fluorescence","Not applicable","","Not applicable","","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Urine","","","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2vVj000001jAnR","a2rVj0000009105","","20.08.2024","Shanghai","China","Western Pacific Region","igenesisbioglobal.com","IGENESIS (SHANGHAI) CO., LTD.","Diagnostic Kit for MTB complex DNA and Rifampicin resistance","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Other","Already on the market (commercialized)","Molecular","DNA","MTB IS6110","qPCR","","Fluorescence","rpoB","","Rifampicin","","Cartridge-based processing","","A proprietary/new instrument is required","","near Point of Care","Intended for professional use only","Sputum","","120.00","Yes","","","","","","","","","","","","","","","","","","","","Thai Food and Drug Administration (TFDA)","Test Directory"
"a2vVj000001jBDF","a2rVj000000913J","","20.08.2024","Xiamen City","China","Western Pacific Region","zeesandx.com","Xiamen Zeesan Biotech Co., ltd.","MTB/MDR Test Kit (Sanity 2.0)","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","CE-IVDD","Already on the market (commercialized)","Molecular","DNA","MTB IS6110","qPCR","","Fluorescence","inhA; katG; Other; rpoB","ahpC","Isoniazid; Rifampicin","","Cartridge-based processing","","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Sputum; Sputum Culture","","180.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2v69000003QzLR","a2r6900000859rG","","14.11.2023","Guangzhou","China","Western Pacific Region","pluslife.com","Guangzhou Pluslife Biotech Co., ltd.","Pluslife MTB Card","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Research Use Only (RUO)","None","Unspecified Market Entry","Molecular","DNA","MTB gyrB Gene; MTB IS6110","Isothermal Other","","Fluorescence","Not applicable","","","","Cartridge-based processing","","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Other","Tongue swab","30.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2v69000003QzLW","a2r6900000859rL","","14.11.2023","Salt Lake City","United States","Region of the Americas","co-dx.com","Co-Diagnostics Inc.","Co-Dx PCR Mycobacterium Tuberculosis Test Kit","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis Complex Species","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Molecular","DNA","MTB IS1081; MTB IS6110","qPCR","","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Sputum; Other","Tongue swab","30.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2v69000003QzLb","a2r6900000859tM","","14.11.2023","Burnaby","Canada","Region of the Americas","geminalabs.com","Gemina Laboratories","LEGIO TB","Triage/Screening","ID","Tuberculosis","Active","Mycobacterium Tuberculosis Complex Species","Early Stage Development (partial prototype)","None","Unspecified Market Entry","Molecular","DNA","","Isothermal Other","","","Not applicable","","Not applicable","","Cartridge-based processing","","A proprietary/new instrument is required","","near Point of Care","Intended for professional use only","Other","Tongue swab","30.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2vVj000000JXmf","a2rVj0000002DKX","","30.01.2024","Beijing","China","Western Pacific Region","coyotebio.com","Coyote Bioscience Co., Ltd.","FlashDetect LyocartE MTB Assay","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","CE-IVDD","Already on the market (commercialized)","Molecular","DNA","MTB IS1081; MTB IS6110","qPCR","","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Sputum; Other","Tongue swab","30.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2v69000002xsNy","a2r69000009kS45","","20.10.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","FluoroType MTB VER 2.0","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB IS6110","qPCR","","Fluorescence","Not applicable","","","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Sputum","","180.00","Yes","","","","","","","","","","","","","","","","","","","","WHO recommended","Test Directory"
"a2vVj000001jPo5","a2rVj00000091Cz","","21.08.2024","Seongnam-si","Korea, Republic of","Western Pacific Region","wizbiosolution.com","Wizbiosolutions Inc.","WizDx CrystalMix MTB/MDR","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","CE-IVDD; Korea MFDS","Already on the market (commercialized)","Molecular","DNA","MTB IS6110; Other","qPCR","","Fluorescence","inhA; katG; rpoB","","Isoniazid; Rifampicin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum","","110.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2vVj000001x8FV","a2rVj000000ABa5","","25.09.2024","hyderabad","India","South-East Asian Region","huwellifesciences.in","Huwel Lifesciences Pvt. ltd.","UniAMP Mycobacterium Tuberculosis Nucleic Acid Test Card","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis Complex Species","Regulatory Status Unknown","","Already on the market (commercialized)","Molecular","DNA","","Isothermal Other","","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","True Point of Care","Intended for professional use only","Sputum; Other","Tongue swab","30.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2v69000002xsZ1","a2r69000009kSiA","","03.11.2023","Groß-Rohrheim","Germany","European Region","globalpointofcare.abbott/en/index.html","Abbott Rapid Diagnostics","High sensitive LAM","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Immunoassay","Antigen","Lipoarabinomannan (LAM)","Lateral Flow Assay","","Unspecified","Not applicable","","Not applicable","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Urine","","","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2v69000002xsYI","a2r69000009kSec","","02.11.2023","Solna","Sweden","European Region","biopromic.com","Biopromic AB","TB LAM urine LFA","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Immunoassay","Antigen","Lipoarabinomannan (LAM)","Lateral Flow Assay","","Colorimetric","Not applicable","","Not applicable","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Urine","","","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2v69000002xsYD","a2r69000009kSeX","","02.11.2023","Kanagawa","Japan","Western Pacific Region","fujifilm.com","FUJIFILM Corporation","Fujifilm SILVAMP TB LAM","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Validation","","Already on the market (commercialized)","Immunoassay","Antigen","Lipoarabinomannan (LAM)","Lateral Flow Assay","","Colorimetric","Not applicable","","Not applicable","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Urine","","","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2v69000002xsXe","a2r69000009kSdZ","","02.11.2023","Solna","Sweden","European Region","empediagnostics.com","EMPE Diagnostics","mfloDx MDR-TB kit","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Status Unknown","None","Already on the market (commercialized)","Molecular","DNA","MTB ITS","PCR (conventional); Nucleic Acid Lateral Flow Assay (NA-LFA)","lateral flow nucleic acid Assay","Colorimetric","inhA; katG; rpoB","","Isoniazid; Rifampicin","","Rapid diagnostic test (strip or cassette)","","Standard lab instrumentation is required","Manual","near Point of Care","Intended for professional use only","Sputum","","180.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2v69000002xsYr","a2r69000009kShb","","03.11.2023","Verna Industrial Estate, Verna,","India","South-East Asian Region","molbiodiagnostics.com","Molbio Diagnostics Pvt. Ltd.","Truenat Ultima","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Molecular","DNA","","qPCR","","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","chip based","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Purified DNA","Sputum or EPTB specimen","","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2v69000002xsYm","a2r69000009kShW","","03.11.2023","Guangzhou","China","Western Pacific Region","leidebio.com","Leide Biosciences Co. , Ltd.","AIMLAM","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Status Unknown","None","Already on the market (commercialized)","Immunoassay","Antigen","Lipoarabinomannan (LAM)","Lateral Flow Assay","","Fluorescence","Not applicable","","Not applicable","","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Urine","","","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2v69000002xsZ6","a2r69000009kSiF","","03.11.2023","Hangzhou","China","Western Pacific Region","en.bioustar.com","Ustar Biotechnologies (Hangzhou) Ltd.","MultNAT MTB/RIF","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Molecular","DNA","Unknown","qPCR","","Fluorescence","rpoB","","Rifampicin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Sputum","","","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2v69000002xsZ7","a2r69000009kSiB","","03.11.2023","Hangzhou","China","Western Pacific Region","en.bioustar.com","Ustar Biotechnologies (Hangzhou) Ltd.","PortNAT MTB","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Molecular","DNA","Unknown","Isothermal Other; Nucleic Acid Lateral Flow Assay (NA-LFA)","Cross priming amplification (CPA)","Unspecified","Not applicable","","Not applicable","","Cartridge-based processing","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Other","Tongue swab","30.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2v69000002xsYw","a2r69000009kSi0","","03.11.2023","Hangzhou","China","Western Pacific Region","en.bioustar.com","Ustar Biotechnologies (Hangzhou) Ltd.","EasyNAT MTC","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDR","Already on the market (commercialized)","Molecular","DNA","MTB IS6110","Isothermal Other","Cross priming amplification (CPA)","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Urine","","65.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2vVj0000018Byb","a2rVj0000006edt","","24.05.2024","Oxford","United Kingdom","European Region","nanoporetech.com","Oxford Nanopore Technologies plc.","Ampore-TB","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis Complex Species","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Sequencing","DNA","","Sequencing Biological Nanopore","","Electric signal","Unknown","","Amikacin; Fluoroquinolone; Isoniazid; Linezolid; Rifampicin; Streptomycin","","Other","","","","Lab-based","Intended for professional use only","Sputum","","360.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
