"Test Directory Package ID","Assay: Company/Institution Name: Organisation Name","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Region","Assay: Company/Institution Name: City","Assay: Company/Institution Name: Country of Manufacturer","Assay: Created Date","Assay: Assay ID","Assay: Assay Name","Instrument: Instrument Name","Assay: Product Website","Assay: Stage of Development","Assay: Planned Market Entry","Assay: Regulatory Approval","Assay: Primary Use Case","Assay: Syndromes","Assay: Disease Target","Assay: Assay Aim","Assay: ID type","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Other Target Analyte","Assay: Target Pathogen","Assay: Other target pathogen","Assay: Target Organism Classes","Assay: Type of Technology","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Other Readout Technology","Assay: Qualitative or Quantitative","Assay: Resistance Marker","Assay: Other resistance marker","Assay: Antimicrobial Resistance Class","Assay: Other Antimicrobial Resistance Class","Assay: Drug Resistance Target","Assay: Other drug resistance target","Assay: AST Output","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: End user profile (training level)","Assay: Lab vs. POC","Assay: Health Level","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Assay: Confidentiality Level","Assay: Comments","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: WHO Region"
"a2v69000004SEHE","Nano-Ditech Corporation","nanoditech.com","Americas","Cranbury","United States","13.04.2023","a2r69000006YUgG","Nano-Check CRP","","https://www.nanoditech.com/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","United States","Region of the Americas"
"a2v69000004SEGe","Shenzhen Huian Biosci Technology Co., ltd.","huiantech.com","Western Pacific","Shenzhen","China","13.04.2023","a2r69000006YUfr","Whole C-reactive protein (hs-CRP+CRP) detection","","http://www.huiantech.com/","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum","","10.00","Yes","","","China","Western Pacific Region"
"a2v69000004SEHF","Nantong Egens Biotechnology Co.,Ltd","egens-bio.cn","South-East Asia","Rugao","China","13.04.2023","a2r69000006YUgH","C Reactive Protein (CRP) rapid diagnostic test","","http://www.diagnosbio.com/index.html","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Unknown","","","Yes","","","China","Western Pacific Region"
"a2v69000004SEHG","Guangzhou Weimi Bio-Tech","weimibio.com","Western Pacific","GuangZhou","China","13.04.2023","a2r69000006YUfE","C-reactive protein determination reagent (immunofluorescence chromatography)","","http://www.weimibio.com/","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Fluorescence","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","Fluorescence Immunoassay","A proprietary/new instrument is required","Automated (excluding sample preparation)","Trained staff in health care facilities","near Point of Care","L1: Primary Care","Intended for professional use only","Unknown","","3.00","Yes","","","China","Western Pacific Region"
"a2v69000004SEGf","BTNX Inc.","btnx.com","Americas","Pickering","Canada","13.04.2023","a2r69000006YUft","CRP Semi-Quantitative Test Cassette (Tri Line)","","https://www.btnx.com/","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","5.00","Yes","","","Canada","Region of the Americas"
"a2v69000004SEHH","Hangzhou AllTest Biotech Co., Ltd.","alltests.com.cn","Western Pacific","Hangzhou","China","13.04.2023","a2r69000006YUfG","All test CRP Rapid Test strip","","http://www.alltests.com.cn","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","5.00","Yes","","","China","Western Pacific Region"
"a2v69000004SEGg","BTNX Inc.","btnx.com","Americas","Pickering","Canada","13.04.2023","a2r69000006YUfu","CRP Semi-Quantitative Test Strip (Quad Line)","","https://www.btnx.com/","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","5.00","Yes","","","Canada","Region of the Americas"
"a2v69000004SEHI","Hangzhou AllTest Biotech Co., Ltd.","alltests.com.cn","Western Pacific","Hangzhou","China","13.04.2023","a2r69000006YUfH","Jus Check - C reactive protein","","http://www.alltests.com.cn","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","5.00","Yes","","","China","Western Pacific Region"
"a2v69000004SEGh","BTNX Inc.","btnx.com","Americas","Pickering","Canada","13.04.2023","a2r69000006YUfv","CRP Test Cassette (Dual Line)","","https://www.btnx.com/","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","10.00","Yes","","","Canada","Region of the Americas"
"a2v69000004SEFx","Biocan Diagnostics Inc","rapidtest.ca","Americas","Coquitlam","Canada","13.04.2023","a2r69000006YUe6","OneStep C-Reactive Protein (CRP) Serum/ Whole Blood/ Plasma RapiCard InstaTest","","http://www.rapidtest.com/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","5.00","Yes","","","Canada","Region of the Americas"
"a2v69000004SEFy","Labtest Diagnstica SA","labtest.com.br/en","Americas","Unknown","Brazil","13.04.2023","a2r69000006YUe8","CRP Latex SD","","https://labtest.com.br/en/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Slide Agglutination","","Turbidity","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","IA Reagent Kit","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Serum","","2.00","Yes","","","Brazil","Region of the Americas"
"a2v69000004SEGZ","Monocent, Inc.","monocent.com","Americas","Canoga Park","United States","13.04.2023","a2r69000006YUea","CRP","","https://www.monocent.com/","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Unknown","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","United States","Region of the Americas"
"a2v69000004SEFz","Labtest Diagnstica SA","labtest.com.br/en","Americas","Unknown","Brazil","13.04.2023","a2r69000006YUeA","CRP SeroLatex SD","","https://labtest.com.br/en/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Slide Agglutination","","Turbidity","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","IA Reagent Kit","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Serum","","2.00","Yes","","","Brazil","Region of the Americas"
"a2v69000004SEEo","Labnovation Technologies, Inc.","labnovation.com","Western Pacific","Shenzhen","China","13.04.2023","a2r69000006YUe7","poc-stat CRP","POCstat LP-160","https://www.labnovation.com/products/1383.html","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Fluorescence","","Unknown","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","Trained staff in health care facilities","near Point of Care","L1: Primary Care","Intended for professional use only","Plasma; Serum; Whole Blood","","15.00","Yes","","","China","Western Pacific Region"
"a2v69000004SEFP","Shenzhen Yhlo Biotech Co. ltd.","szyhlo.com","Western Pacific","Shenzhen","China","13.04.2023","a2r69000006YUfS","POCT Test Panel - CRP","Unicell-S Immunofluorescence Reader","https://www.yhlobiotech.com/analyzer/poct-elisa-analyzer/unicell-s-immunofluorescence-analyzer.html","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Fluorescence","","Unknown","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","Fluorescence Immunoassay","A proprietary/new instrument is required","Manual","Trained staff in health care facilities","near Point of Care","L1: Primary Care","Intended for professional use only","Unknown","","","Yes","","","China","Western Pacific Region"
"a2v69000004SEG1","Rapid Labs ltd.","rapidlabs.co.uk","Europe","Little Bentley","United Kingdom","13.04.2023","a2r69000006YUfW","C-reactive protein (CRP) Test - whole blood/serum/plasma","","https://www.rapidlabs.co.uk/","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Unknown","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","United Kingdom","European Region"
