"Performance Detail Submission: ID","Parent Submission: Created Date","Parent Submission: Date of Submission","Parent Submission: Company/Institution Name","Parent Submission: Submission Title","Parent Submission: Disease Target","Parent Submission: Stage of Development","Parent Submission: Country of Manufacturer","Parent Submission: Region","Parent Submission: Product Website","Parent Submission: Regulatory Approval","Sensitivity (%)","Specificity (%)","Parent Submission: Type of Technology","Parent Submission: Assay Target","Parent Submission: Target Analyte(s)","Parent Submission: Technology principle","Parent Submission: Test Format","Parent Submission: Instrument requirement","Parent Submission: Level of automation","Parent Submission: Lab vs. POC","Parent Submission: Self-testing/Self-Collection","Parent Submission: Validated Sample Types","Parent Submission: Time to results excl sample prep (mins)","Parent Submission: Connectivity Solution","FIND Evaluation","Parent Submission: Impact of SARS-COV-2 Beta variant","Parent Submission: Impact of SARS-COV-2 Alpha variant","Parent Submission: Impact of SARS-COV-2 Gamma variant","Parent Submission: Impact of SARS-COV-2 Delta+ variant","Parent Submission: Impact of SARS-COV-2 Delta variant","Parent Submission: Impact of SARS-COV-2 Omicron variant","Parent Submission: S gene dropout","Parent Submission: SARS-CoV-2 variant(s)","Parent Submission: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Parent Submission: Is this a variant detection test?","Parent Submission: Revoked/Not Approved By"
"a2669000009z9Xv","02.09.2021","02.09.2021","Sentinel CH.","STAT-NAT Covid-19 HK and STAT-NAT Covid-19 B","SARS-CoV-2","Regulatory Achieved","Italy","Europe","https://www.sentineldiagnostics.com","CE-IVD","","","Molecular","RNA","Unknown","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B4u0I","15.03.2022","15.03.2022","SentryAg, Inc.","SentryAg One- SARS-CoV-2 Antigen Detection Kit","SARS-CoV-2","Regulatory Achieved","United States","Americas","","CE-IVD","96.36","99.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","near Point of Care","Intended for self-testing (version available)","Nasal swab","20.00","No","No","Unknown","Unknown","Unknown","Unknown","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009z9cE","02.09.2021","02.09.2021","Seramun Diagnostica GmbH","Serazym Anti-SARS-CoV-2 RBD IgG ELISA","SARS-CoV-2","Research Use Only (RUO)","Germany","Europe","https://www.seramun.com","None","","","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","IA Reagent Kit","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum; Plasma","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w7y","07.03.2021","07.03.2021","Seramun Diagnostica GmbH","SeraSpot Anti-SARS-CoV-2 IgG and IgA","SARS-CoV-2","Research Use Only (RUO)","Germany","Europe","https://www.seramun.com","None","0.00","100.00","Immunoassay","Antibody (serological)","IgG; IgA","ELISA/EIA","IA Reagent Kit","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Serum; Plasma","90.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009j2ZT","25.07.2022","25.07.2022","Serosep UK Ltd","RespiBio Panel 1 (SARS-CoV-2)","SARS-CoV-2","Regulatory Achieved","United Kingdom","Europe","serosep.com/molecular-diagnostics/#product-range:~:text=RESPIBIO%C2%AE%20PANEL%201%20(RBRP1)","CE-IVD; MHRA UK","100.00","94.10","Molecular","RNA","Unknown","qRT-PCR","NAT reagent kit – proprietary platform","A proprietary/new instrument is required","Unknown","Lab-based","Intended for professional use only","Nasopharyngeal swab","180.00","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wDf","03.04.2021","03.04.2021","SGA Medikal","V-chek SARS-CoV-2 Rapid Ag Test Kit (IFA)","SARS-CoV-2","Regulatory Achieved","Turkey","Europe","http://www.sgadx.com/sars-cov-2-test-kits/","CE-IVD","0.00","0.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","0.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A0gHM","20.09.2021","20.09.2021","SG Diagnostics Pte Ltd","SG Diagnostics COVID-19 + Influenza A/B Antigen Rapid Test Kit","SARS-CoV-2; Influenza A; Influenza B","Regulatory Achieved","Singapore","Western Pacific","https://www.sgdiagnostics.com","CE-IVD","97.57","99.29","Immunoassay","Antigen","N-protein; S-protein (type unknown); S-protein RBD; Influenza A; Influenza B","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","10.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wFR","02.05.2021","02.05.2021","SG Diagnostics Pte Ltd","SG Diagnostics COVID-19 Immunity Strength Rapid Test Kit","SARS-CoV-2","Regulatory Achieved","Singapore","Western Pacific","https://www.sgdiagnostics.com","CE-IVD","96.19","98.00","Immunoassay","Antibody (serological)","IgG","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma","10.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wEN","09.04.2021","09.04.2021","SG Diagnostics Pte Ltd","SG Diagnostics COVID-19 Antigen Rapid Test Kit (Colloidal Gold-Based)","SARS-CoV-2","Regulatory Achieved","Singapore","Western Pacific","https://www.sgdiagnostics.com","CE-IVD; Germany BfArM","97.57","99.29","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","10.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000ACKzl","06.08.2021","06.08.2021","SG Diagnostics Pte Ltd","SG Diagnostics COVID-19 Immunity Rapid Test Kit (anti-Spike RBD IgG Antibody)","SARS-CoV-2","Regulatory Achieved","Singapore","Western Pacific","https://www.sgdiagnostics.com","CE-IVD","96.49","98.00","Immunoassay","Antibody (serological)","IgG","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma","10.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000ACKzg","06.08.2021","06.08.2021","SG Diagnostics Pte Ltd","SG Diagnostics COVID-19 Immunity Strength Semi-Quantitative Detection Kit","SARS-CoV-2","Regulatory Achieved","Singapore","Western Pacific","https://www.sgdiagnostics.com","CE-IVD","96.49","98.00","Immunoassay","Antibody (serological)","IgG","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma","10.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000ABSFt","12.07.2021","12.07.2021","SG Diagnostics Pte Ltd","SG Diagnostics COVID-19 Saliva Antigen Rapid Test Kit","SARS-CoV-2","Regulatory Achieved","Singapore","Western Pacific","https://www.sgdiagnostics.com","CE-IVD","97.12","98.55","Immunoassay","Antigen","N-protein; S-protein RBD","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","10.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000BAcvi","02.05.2022","02.05.2022","SG Medical, Inc.","R-FIND COVID-19 IgM ELISA","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","www.sgmedical.kr","Korea MFDS; CE-IVD","","","Immunoassay","Antibody (serological)","IgM","ELISA/EIA","IA Reagent Kit","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Serum","","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000BAcvj","02.05.2022","02.05.2022","SG Medical, Inc.","R-FIND COVID-19 IgG/M/A ELISA","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","www.sgmedical.kr","Korea MFDS; CE-IVD","","","Immunoassay","Antibody (serological)","IgG; IgM; IgA","ELISA/EIA","IA Reagent Kit","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Serum","","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QI3","28.03.2022","","SG Medical, Inc.","InstaView COVID-19 Antigen","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","www.sgmedical.kr","Korea MFDS; CE-IVD","91.82","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000BAcvx","02.05.2022","02.05.2022","SG Medical, Inc.","R-FIND COVID-19 IgG ELISA","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","www.sgmedical.kr","Korea MFDS; CE-IVD","","","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","IA Reagent Kit","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Serum","","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009z9f1","02.09.2021","02.09.2021","Shaanxi Lifegen Co., ltd.","Novel coronavirus (COVID-19) nucleic acid detection kit (fluorescent PCR method)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","CE-IVD","","","Molecular","RNA","Unknown","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QKp","28.03.2022","","Shandong Kanghua Biotechnology Co.,ltd.","RAPIDTECH Test Rapide Antigene SARS-CoV-2","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","www.khbio.com/EN/yxwl.aspx","CE-IVD","0.00","0.00","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009z9ZT","02.09.2021","02.09.2021","Shandong Shtars Biological Industry co., ltd.","Novel Coronavirus (SARS-CoV-2) Real Time Multiplex RT-PCR Kit User Manual","SARS-CoV-2","Research Use Only (RUO)","China","Western Pacific","http://www.shidasi.net","None","","","Molecular","RNA","Unknown","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Unknown","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QKO","28.03.2022","","Shanghai Bionaire Biotech Co., Ltd.","Novel Coronavirus (COVID-19) Antigen Test (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","www.bionairetech.com/english/","CE-IVD","89.52","99.34","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wI9","22.05.2021","22.05.2021","Shanghai Chemtron Biotech Co., ltd.","Chemtrue COVID-19SARs-Cov-2Antigen Rapid Test Kit(Saliva)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","CE-IVD","91.45","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (in development)","Saliva","20.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w9V","12.03.2021","12.03.2021","Shanghai Chemtron Biotech Co., ltd.","Chemtrue Novel Coronavirus (2019-nCoV) IgM/IgG Antibody Diagnostic Kit(Colloida","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","http://www.chemtronbio.com/","CE-IVD","96.30","96.30","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma","10.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
