submission_id,performance_detail_submission_id,date_of_submission,manufacturer,submission_title,disease_target,stage_of_development,permalink,regulatory_status,clinical_sensitivity,clinical_specificity,type_of_technology,assay_target,target_analyte,technology_principle,test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,time_to_results_excl_prep,time_to_results_incl_prep,connectivity_solution,find_evaluation,sc2_alpha,sc2_beta,sc2_gamma,sc2_delta,sc2_delta_plus,sc2_omicron,s_gene_dropout,scov2_variants,test_to_be_listed_on_finds_web_page,data_to_be_published_on_finds_web_page,is_this_a_variant_detection_test,revoked_not_approved_by,study_type,number_of_positive_samples,number_of_negative_samples,total_number_of_samples,regex,country,region
a0B6900001J3zdS,a266900000B49ll,03.04.21,SD BIOSENSOR INC,STANDARD Q COVID-19 Ag test,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,WHO EUL; Korea MFDS; Australia TGA; Brazil ANVISA; CE-IVD; India CDSCO; South Africa SAHPRA,0,0,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,20,25,No,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,0,0,0,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001J3zdS,a266900000B49eq,03.04.21,SD BIOSENSOR INC,STANDARD Q COVID-19 Ag test,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,WHO EUL; Korea MFDS; Australia TGA; Brazil ANVISA; CE-IVD; India CDSCO; South Africa SAHPRA,0,0,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,20,25,No,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,4,0,4,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001Lli7M,a266900000B3E9J,14.02.22,SD BIOSENSOR INC,SD Biosensor STANDARD Q COVID-19 Ag Test,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,Singapore HSA,84.97,98.4,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Nasopharyngeal swab,20,25,No,Yes,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,153,1506,1659,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001J4CYh,a266900000A9wFk,05.05.21,SD BIOSENSOR INC,STANDARD i-Q COVID-19 Ag Home Test,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,Korea MFDS; Health Canada,0,0,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Nasal swab,NA,NA,No,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001J4Cbl,a266900000A9wFl,05.05.21,SD BIOSENSOR INC,STANDARD i-Q COVID-19 Ag Saliva Home Test,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,CE-IVD,0,0,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Saliva,NA,NA,No,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001J3nYL,a266900000A9w88,08.03.21,SD BIOSENSOR INC,STANDARD F Covi-Feron FIA,SARS-CoV-2,Research Use Only (RUO),sdbiosensor.com,None,0,0,Immunoassay,Other,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),A proprietary/new instrument is required,Manual,near Point of Care,Intended for professional use only,Serum; Plasma,30,30,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001J3nYu,a266900000A9w8E,08.03.21,SD BIOSENSOR INC,STANDARD Q COVID-19 IgM/IgG Plus Test,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,Korea MFDS; CE-IVD,99.03,98.65,Immunoassay,Antibody (serological),IgG; IgM,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum; Plasma,15,16,No,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,103,222,325,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001J3nYz,a266900000A9w8F,08.03.21,SD BIOSENSOR INC,STANDARD Q COVID-19 Ag Test (Saliva),SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,CE-IVD,100,100,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Sputum; Saliva,30,30,No,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,5,4,9,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001J3nZ4,a266900000A9w8G,08.03.21,SD BIOSENSOR INC,STANDARD F COVID-19 Ag FIA,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,Korea MFDS; CE-IVD,93.7,99.63,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),A proprietary/new instrument is required,Automated (excluding sample preparation),True Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,15,Yes,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,106,543,649,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001J4GuH,a266900000A9wHV,17.05.21,SD BIOSENSOR INC,STANDARD M nCoV Real-Time Detection kit,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,US FDA EUA; Korea MFDS; Brazil ANVISA; CE-IVD,100,100,Molecular,RNA,E gene; ORF1ab,qRT-PCR,"NAT reagent kit – open source",A proprietary/new instrument is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Sputum,90,180,Yes,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,120,157,277,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001J3zdS,a266900000A9wDb,03.04.21,SD BIOSENSOR INC,STANDARD Q COVID-19 Ag test,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,WHO EUL; Korea MFDS; Australia TGA; Brazil ANVISA; CE-IVD; India CDSCO; South Africa SAHPRA,84.97,98.4,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,20,25,No,Yes,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,153,1506,1659,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001J3nY1,a266900000A9w84,08.03.21,SD BIOSENSOR INC,STANDARD M Flu/SARS-CoV-2 Real-Time Detection Kit,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,CE-IVD,0,0,Molecular,RNA,E gene; ORF1ab; Other,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab,90,120,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001J3nY6,a266900000A9w85,08.03.21,SD BIOSENSOR INC,STANDARD F SARS-CoV-2 nAb FIA,SARS-CoV-2,Research Use Only (RUO),sdbiosensor.com,None,100,99,Immunoassay,Antibody (serological),Neutralizing Antibodies,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,Intended for professional use only,Serum; Plasma,15,35,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,36,1000,1036,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001J3nYB,a266900000A9w86,08.03.21,SD BIOSENSOR INC,STANDARD i-Q COVID-19 Ag,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,CE-IVD,83.3,100,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,15,17,No,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,12,12,24,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001LklZh,a2669000009z9Xt,02.09.21,SD BIOSENSOR INC,STANDARD E COVID-19 Total Antibody Test,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,CE-IVD,98,100,Immunoassay,Antibody (serological),IgG; IgM; IgA,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001Lm4dI,a266900000BEWLw,11.04.22,SD BIOSENSOR INC,COVID-19 At-Home Test,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,US FDA EUA,95.3,100,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Nasal swab,15,20,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,128,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001Lle5c,a266900000B27kx,04.02.22,SD BIOSENSOR INC,SARS-CoV-2 Rapid Antigen Test,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,Australia TGA; Health Canada,0,0,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,20,15,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,0,0,0,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001PDdzk,a266900000BAcit,02.05.22,SD BIOSENSOR INC,STANDARD F COVID-19 IgM/IgG Combo FIA,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,Korea MFDS; CE-IVD,100,95.33,Immunoassay,Antibody (serological),IgG; IgM,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),A proprietary/new instrument is required,Manual,near Point of Care,Intended for professional use only,Serum; Plasma; Whole Blood,15,NA,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,119,150,269,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001LlzTi,a266900000B5QHJ,NA,SD BIOSENSOR INC,SARS-CoV-2 & Flu A/B Rapid Antigen Test,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,CE-IVD,0,0,Immunoassay,Antigen,N-protein; Influenza A; Influenza B,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001J3zdS,a266900000B23EL,03.04.21,SD BIOSENSOR INC,STANDARD Q COVID-19 Ag test,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,WHO EUL; Korea MFDS; Australia TGA; Brazil ANVISA; CE-IVD; India CDSCO; South Africa SAHPRA,0,0,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,20,25,No,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,0,0,0,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001Lle5I,a266900000B2lnA,04.02.22,SD BIOSENSOR INC,SARS-CoV-2 Rapid Antigen Test Nasal (STANDARD Q - COVID-19 At-Home Test),SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,US FDA EUA; CE-IVD,95.3,100,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Nasal swab,15,20,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,43,85,128,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001Lle5c,a266900000B2lnB,04.02.22,SD BIOSENSOR INC,SARS-CoV-2 Rapid Antigen Test,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,Australia TGA; Health Canada,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,20,15,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001LleMx,a266900000B2lnF,04.02.22,SD BIOSENSOR INC,SARS-CoV-2 Rapid Antigen Test Nasal,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,Australia TGA; Health Canada; Singapore HSA; CE-IVD,0,0,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,near Point of Care,Intended for professional use only,Nasal swab,15,20,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001Lld3T,a266900000B2lds,01.02.22,SD BIOSENSOR INC,SARS-CoV-2 Antigen Self Test Nasal,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,Australia TGA; Health Canada; Singapore HSA; CE-IVD; MHRA UK,86.4,99.6,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Nasal swab,15,20,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,110,263,373,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
