submission_id,manufacturer,submission_title,type_of_technology,self_testing_self_collection,assay_target,test_format,target_analyte,validated_sample_types,instrument_requirement,level_of_automation,laboratory_point_of_care,time_to_result,connectivity,sc2_alpha,sc2_beta,sc2_gamma,sc2_delta_plus,sc2_delta,sc2_omicron,regulatory_status,clinical_sensitivity,clinical_specificity,permalink,regex,country,region
a266900000A9w7a,Eagle Biosciences,COVID-19 IgG Quantitative ELISA,Immunoassay,Intended for professional use only,Antibody (serological),Reagent Kit,IgG,Serum,Standard lab instrumentation is required,Manual,Lab-based,80,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,0.00 %,0.00 %,https://eaglebio.com/product/covid-19-nucleocapsid-igg-quantitative-elisa-assay-,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9w7d,Applied Biological Materials Inc.,GenomeCoV19 Detection Kit,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",N gene; S gene,Nasopharyngeal swab; Oropharyngeal swab,Standard lab instrumentation is required,Manual,Lab-based,60,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),CE-IVD,0.00 %,0.00 %,https://www.abmgood.com,canada,Canada,North America
a266900000A9w7e,Biomeme Inc.,Biomeme SARS-CoV-2 Real-Time RT-PCR Test Go-Strips,Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",S gene; ORF1ab,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Mid-turbinate swab; Other,A proprietary/new instrument is required,Manual,near Point of Care,55,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),WHO EUL; Health Canada; CE-IVD,97.46 %,98.51 %,http://biomeme.com/,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9w64,Beijing Kewei Clinical Diagnostic Reagent Inc.,COVID19 Antigen Rapid Test Kit,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,96.18 %,100.00 %,NA,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w65,"Beijing Diagreat Biotechnologies Co., ltd.",2019-nCoV Antigen Rapid Test Kit (Colloidal gold Assay),Immunoassay,Intended for self-testing (version available),Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Mid-turbinate swab; Saliva,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,91.90 %,97.60 %,https://www.diagreat.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w66,ADT Biotech,LyteStar 2019-nCoV RT-PCR Kit,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",E gene; Other,Nasopharyngeal swab; Oropharyngeal swab,Standard lab instrumentation is required,Manual,Lab-based,75,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD; Malaysia MDA,100.00 %,100.00 %,http://www.adt-biotech.com/,malaysia,Malaysia,Asia
a266900000A9w67,UD Shenzhen ltd.,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Antigen Test Kit(Co,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Oropharyngeal swab; Saliva,No instrumentation is required,Manual,True Point of Care,10,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,95.00 %,99.00 %,http://www.ud-bio.com/index.php?lang=en,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w68,"Snibe Co., ltd. (Shenzhen New Industries Biomedical Engineering Co., ltd. )",MAGLUMI® SARS-CoV-2 S-RBD IgG (CLIA),Immunoassay,Intended for professional use only,Antibody (serological),Chemiluminescent Immunoassay (CLIA),IgG,Serum; Plasma,Standard lab instrumentation is required,Automated (excluding sample preparation),Lab-based,29,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Brazil ANVISA; CE-IVD; Philippines FDA; Ukraine SMDC; Germany BfArM; Argentina ANMAT,100.00 %,99.60 %,http://www.snibe.com/zh_en/en_newsView.aspx?id=576,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w6A,"Avioq Bio-Tech Co.,ltd.",Novel Coronavirus (SARS-CoV-2) Antigen Detection Kit(Colloidal Gold),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,10,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,97.06 %,99.01 %,https://www.avioqbio.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w6C,"Zhejiang Anji Saianfu Biotech Co., ltd.",reOpenTest SARS-CoV-2 Neutralizing Antibody Rapid Test,Immunoassay,Intended for professional use only,Antibody (serological),Rapid diagnostic test (strip or cassette),Other,Serum; Plasma,No instrumentation is required,Manual,True Point of Care,10,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,98.82 %,99.17 %,http://www.reopentest.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w6D,Schweitzer Biotech Company ltd.,SBC SARS-CoV-2 MDxqPCR Kit,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",N gene; ORF1ab,Nasopharyngeal swab,Standard lab instrumentation is required,Manual,Lab-based,60,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD; Taiwan FDA,100.00 %,96.60 %,https://sbc-biotech.com,taiwan|taipei|formosa|^(?!.*peo)(?=.*rep).*china,Taiwan,Asia
a266900000A9w6F,Reszon Diagnostics International Sdn Bhd,Reszon COVID-19 Rapid Antigen Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,91.20 %,100.00 %,NA,malaysia,Malaysia,Asia
a266900000A9w6G,"Assure Tech. (Hangzhou) Co., ltd.",COVID-19 & Influenza A/B Antigen Combo Test Device,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,97.30 %,100.00 %,http://www.diareagent.com/,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w6H,"Labnovation Technologies, Inc.",SARS-CoV-2 Antigen Rapid Test Kit,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Mid-turbinate swab,No instrumentation is required,Manual,True Point of Care,20,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Australia TGA; CE-IVD,96.00 %,97.50 %,https://www.labnovation.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w6I,"Shenzhen Lvshiyuan Biotechnology Co., ltd.",Green spring SARS-CoV-2 Antigen Rapid Test Kit (Colloidal Gold),Immunoassay,Intended for self-testing (version available),Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Oropharyngeal swab; Mid-turbinate swab; Saliva,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD; Other,99.00 %,100.00 %,https://www.lsybt.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w6J,"Snibe Co., ltd. (Shenzhen New Industries Biomedical Engineering Co., ltd. )",MAGLUMI SARS-CoV-2 Neutralizing Antibody (CLIA),Immunoassay,Intended for professional use only,Antibody (serological),Chemiluminescent Immunoassay (CLIA),Unknown,Serum; Plasma,Standard lab instrumentation is required,Automated (excluding sample preparation),Lab-based,20,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD; Ukraine SMDC; Germany BfArM,100.00 %,100.00 %,http://www.snibe.com/zh_en/en_newsView.aspx?id=576,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w6K,"Beijing Diagreat Biotechnologies Co., ltd.",2019-nCoV IgG/IgM Antibody Rapid Test Kit (Colloidal gold Assay),Immunoassay,Intended for professional use only,Antibody (serological),Rapid diagnostic test (strip or cassette),IgG; IgM,Serum; Plasma,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,93.30 %,95.00 %,https://www.diagreat.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w6L,Sengenics Corporation,Sengenics ImmuSAFE COVID+ Biochip Test,Immunoassay,Intended for professional use only,Antibody (serological),Cartridge-based processing,IgG,Serum,Standard lab instrumentation is required,Manual,Lab-based,720,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,100.00 %,100.00 %,https://www.sengenics.com,malaysia,Malaysia,Asia
a266900000A9w6M,"Jiangsu Mole Bioscience Co., ltd.","2019-Novel Coronavirus (ORF1ab, E &N genes) Nucleic Acid Test Kit",Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",E gene; N gene; ORF1ab,Nasopharyngeal swab; Oropharyngeal swab; Bronchoalveolar lavage; Saliva,Standard lab instrumentation is required,Manual,Lab-based,60,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,98.81 %,99.50 %,http://en.molechina.com/,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w6N,"Beijing Diagreat Biotechnologies Co., ltd.",2019-nCoV IgG Antibody Determination Kit (Immunochromatographic Assay),Immunoassay,Intended for professional use only,Antibody (serological),Rapid diagnostic test (strip or cassette),IgG,Serum; Plasma,A proprietary/new instrument is required,Automated (excluding sample preparation),True Point of Care,15,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,Unknown,Unknown,Unknown,CE-IVD,93.67 %,98.61 %,NA,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w6O,"Wuhan HealthCare Biotechnology Co., ltd.",COVID-19 (SARS-CoV-2) Antigen Test Kit,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Oropharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,96.15 %,99.26 %,https://www.healthcare-biotech.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w6P,"Beijing Diagreat Biotechnologies Co., ltd.",2019-nCoV IgM Antibody Determination Kit (Immunochromatographic Assay),Immunoassay,Intended for professional use only,Antibody (serological),Rapid diagnostic test (strip or cassette),IgM,Serum; Plasma,A proprietary/new instrument is required,Automated (excluding sample preparation),True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,87.97 %,97.92 %,https://www.diagreat.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w6Q,"Jiangsu Mole Bioscience Co., ltd.",Rapid IgM-IgG Combined Antibody Test Kit for SARS-Cov-2 (ICA),Immunoassay,Intended for professional use only,Antibody (serological),Rapid diagnostic test (strip or cassette),IgG; IgM,Serum; Plasma,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,96.00 %,97.00 %,http://en.molechina.com/,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w6R,"Jiangsu Mole Bioscience Co., ltd.",SARS-CoV-2 Antigen Test Cassette,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,97.30 %,98.40 %,http://en.molechina.com/,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w6S,"Labnovation Technologies, Inc.",COVID-19 (SARS-CoV-2) IgM/IgG Antibody Test Kit,Immunoassay,Intended for professional use only,Antibody (serological),Rapid diagnostic test (strip or cassette),IgG; IgM,Serum; Plasma,No instrumentation is required,Manual,True Point of Care,20,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,98.67 %,95.00 %,https://www.labnovation.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w6T,Biosynex Swizz SA,BIOSYNEX COVID-19 BSS,Immunoassay,Intended for professional use only,Antibody (serological),Rapid diagnostic test (strip or cassette),IgG; IgM,Serum; Plasma,No instrumentation is required,Manual,True Point of Care,10,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Brazil ANVISA; Singapore HSA; CE-IVD,96.11 %,99.33 %,https://www.biosynex.com/,switz|swiss,Switzerland,Europe
a266900000A9w6U,Genetic Analysis AS,GA-map® COVID-19 Fecal Test Kit,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",N gene,Feces,Standard lab instrumentation is required,Manual,Lab-based,240,No,Unknown,Unknown,NA,NA,NA,Unknown,CE-IVD,99.05 %,100.00 %,https://www.genetic-analysis.com/,norway,Norway,Europe
a266900000A9w6V,ScheBo Biotech AG,ScheBo SARS CoV-2 Quick ANTIGEN,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Serum,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,97.30 %,99.00 %,https://www.schebo.com,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a266900000A9w6W,Abacus Diagnostica Oy,GenomEra® SARS-CoV-2 Assay Kit,Molecular,Intended for professional use only,RNA,Cartridge-based processing,E gene; RdRp gene,Nasopharyngeal swab; Oropharyngeal swab,A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,70,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),CE-IVD,90.70 %,100.00 %,https://www.abacusdiagnostica.com,finland,Finland,Europe
a266900000A9w6X,Abacus Diagnostica Oy,"GenomEra® SARS-CoV-2, Flu A/B + RSV Assay Kit",Molecular,Intended for professional use only,RNA,Cartridge-based processing,RdRp gene,Nasopharyngeal swab; Oropharyngeal swab,A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,70,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),CE-IVD,96.30 %,100.00 %,https://www.abacusdiagnostica.com,finland,Finland,Europe
a266900000A9w6Y,"Snibe Co., ltd. (Shenzhen New Industries Biomedical Engineering Co., ltd. )",MAGLUMI 2019-nCoV IgM (CLIA),Immunoassay,Intended for professional use only,Antibody (serological),Chemiluminescent Immunoassay (CLIA),IgM,Serum; Plasma,Standard lab instrumentation is required,Automated (excluding sample preparation),Lab-based,30,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,US FDA EUA; China NMPA; Brazil ANVISA; Singapore HSA; CE-IVD; India CDSCO; Saudi Arabia SFDA; Germany BfArM; Mexico COFEPRIS,78.65 %,97.50 %,http://www.snibe.com/zh_en/en_newsView.aspx?id=576,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w6Z,Biosynex Swizz SA,BIOSYNEX Autotest COVID-19,Immunoassay,Intended for professional use only,Antibody (serological),Rapid diagnostic test (strip or cassette),IgG; IgM,NA,No instrumentation is required,Manual,True Point of Care,10,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,96.11 %,99.33 %,https://www.biosynex.com/,switz|swiss,Switzerland,Europe
a266900000A9w6a,DIALAB GmbH,DIAQUICK COVID-19 Ag Cassette,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,98.32 %,99.60 %,https://www.dialab.at/en/home/,^(?!.*hungary).*austria|\baustri.*\bemp,Austria,Europe
a266900000A9w6b,"Snibe Co., ltd. (Shenzhen New Industries Biomedical Engineering Co., ltd. )",MAGLUMI 2019-nCoV IgG (CLIA),Immunoassay,Intended for professional use only,Antibody (serological),Chemiluminescent Immunoassay (CLIA),IgG,Serum; Plasma,Standard lab instrumentation is required,Automated (excluding sample preparation),Lab-based,30,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,US FDA EUA; Brazil ANVISA; Singapore HSA; CE-IVD; India CDSCO; Saudi Arabia SFDA; Ukraine SMDC; Germany BfArM; Mexico COFEPRIS,91.21 %,96.00 %,http://www.snibe.com/zh_en/en_newsView.aspx?id=576,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
