submission_id,manufacturer,submission_title,type_of_technology,self_testing_self_collection,assay_target,test_format,target_analyte,validated_sample_types,instrument_requirement,level_of_automation,laboratory_point_of_care,time_to_result,connectivity,sc2_alpha,sc2_beta,sc2_gamma,sc2_delta_plus,sc2_delta,sc2_omicron,regulatory_status,permalink,regex,country,region
a266900000B5QGi,ulti med Products (Deutschland) GmbH,COVID-19 Antigen Saliva Test (Immunochromatography),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Saliva,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.ultimed.org,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a266900000B5QGj,UNIBIOSCIENCE BIYOTEKNOLOJI AS,Unibioscience Covid-19 Nasopharynx Antigen Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.unibioscience.com,turkey,Turkey,Europe
a266900000B2ldx,UNIBIOSCIENCE BIYOTEKNOLOJI AS,UnibioscienceÂ® COVID-19 Ag Home Test,Immunoassay,Intended for self-testing (version available),Antigen,Rapid diagnostic test (strip or cassette),N-protein,Saliva,No instrumentation is required,Manual,True Point of Care,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD; Other,https://www.unibioscience.com/,turkey,Turkey,Europe
a266900000B2ldy,UNIBIOSCIENCE BIYOTEKNOLOJI AS,UnibioscienceÂ® SARS-CoV-2 NASAL ANTIGEN RAPID TEST,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasal swab,No instrumentation is required,Manual,True Point of Care,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.unibioscience.com/,turkey,Turkey,Europe
a266900000B5QGk,Unioninvest Ltd.,COVID-19 ANTIGEN RAPID TEST NASAL,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.unibioscience.com,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a266900000BEWM5,United Biomedical Inc.,UBI SARS-CoV-2 ELISA,Immunoassay,Intended for professional use only,Antibody (serological),Cartridge-based processing,IgG,Serum; Plasma,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,NA,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),No expected impact (in silico analyses),US FDA EUA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a2669000009z9ax,Ustar Biotechnologies (Hangzhou) ltd.,"EasyNAT Integrated, Automated Molecular Diagnostic Assay for COVID-19 RNA",Molecular,Intended for professional use only,RNA,Cartridge-based processing,Unknown,Nasopharyngeal swab; Sputum,Standard lab instrumentation is required,Automated (excluding sample preparation),Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China NMPA; Brazil ANVISA; CE-IVD; Philippines FDA; Malaysia MDA; Indonesia MDR; Other,https:/en.bioustar.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w8D,Ustar Biotechnologies (Hangzhou) ltd.,Diagnostic Kit for Novel-Coronavirus (2019-nCoV) RNA -EasyNAT,Molecular,Intended for professional use only,RNA,Cartridge-based processing,N gene; ORF1ab,Oropharyngeal swab,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,49,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),China NMPA; Australia TGA; Brazil ANVISA; CE-IVD; Peru DIGEMID; Indonesia MDR; Other,https://www.bioustar.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000B5QKc,Ustar Biotechnologies (Hangzhou) ltd.,2019- nCoV Antigen Rapid Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Nasopharyngeal swab; Oropharyngeal swab; Saliva,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,en.bioustar.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000B4AMU,Ustar Biotechnologies (Hangzhou) ltd.,EasyNAT COVID-19 RNA Test,Molecular,Intended for self-testing (version available),RNA,Cartridge-based processing,N gene; ORF1ab,Nasal swab,A proprietary/new instrument is required,Automated (excluding sample preparation),True Point of Care,55,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),No expected impact (in silico analyses),Australia TGA; Peru DIGEMID,en.bioustar.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w9B,Van Oostveen Medical B.V. - Romed Holland,Coronavirus Ag Rapid Test Cassette (Swab),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.romed.nl/en,^(?!.*\bant)(?!.*\bcarib).*netherlands,Netherlands,Europe
a266900000B5QKw,Vatic Health Ltd.,KnowNow SARS-CoV-2 Rapid Antigen Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Saliva,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.knownow.com/,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a266900000B5QKd,VedaLab,COVID-19-CHECK-1 Antigen,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.vedalab.com,^(?!.*\bdep)(?!.*martinique).*france|french.?republic|\bgaul,France,Europe
a266900000Av9cr,Vela Diagnostics,ViroKey SARS-CoV-2 RT-PCR Test v2.0,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",N gene; ORF1a,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Mid-turbinate swab; Bronchoalveolar lavage,A proprietary/new instrument is required,Manual,Lab-based,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,US FDA EUA,veladx.com/,singapore,Singapore,Asia
a266900000A9w7F,Vela Diagnostics,ViroKey SARS-CoV-2 RT-PCR Test,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",N gene; ORF1a,Nasopharyngeal swab; Oropharyngeal swab,A proprietary/new instrument is required,Fully automated (including sample preparation),Lab-based,75,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,US FDA EUA; Australia TGA; CE-IVD; Taiwan FDA; Other,http://www.veladx.com/,singapore,Singapore,Asia
a266900000B2m5C,Vela Diagnostics,ViroKey SARS-CoV-2 ID RT-PCR Test,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",S gene,Nasopharyngeal swab; Oropharyngeal swab,Standard lab instrumentation is required,Automated (excluding sample preparation),Lab-based,NA,No,NA,NA,NA,NA,NA,NA,None,NA,singapore,Singapore,Asia
a2669000009z9cc,Veredus Laboratories,VereCoV OneMix Detection Kit(formerly VereCoV Detection Kit & VerePLEX Bios.),Molecular,Intended for professional use only,RNA,Cartridge-based processing,N gene; S gene; ORF1ab,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,NA,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),CE-IVD,http://vereduslabs.com/,singapore,Singapore,Asia
a266900000A9wAR,Veredus Laboratories,VereRT ZeroPrep COVID-19 PCR Kit,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",N gene,Nasopharyngeal swab; Saliva,Standard lab instrumentation is required,Manual,Lab-based,90,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Singapore HSA; CE-IVD; Philippines FDA; Malaysia MDA; Indonesia MDR; Other,http://vereduslabs.com/,singapore,Singapore,Asia
a266900000A9wBY,Veredus Laboratories,VereCOV VerePLEX Lab-on-Chip,Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",N gene; S gene; ORF1ab,Unknown,A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,NA,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,No expected impact (in silico analyses),Singapore HSA; CE-IVD,NA,singapore,Singapore,Asia
a266900000AiY1g,"Victorch MediTek, Inc.",VTI COVID-19 Antigen Rapid Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,CE-IVD,https://victorch.com/,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000B5QKe,VIDIA spol. s r.o.,Rapid-VIDITEST SARS-CoV-2 Antigen,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.vidia.cz,^(?=.*rep).*czech|czechia|bohemia,Czechia,Europe
a266900000B5QKx,VIDIA spol. s r.o.,SARS-CoV-2 Antigen,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.vidia.cz,^(?=.*rep).*czech|czechia|bohemia,Czechia,Europe
a2669000009z9cS,Vircell S.L.,SARS-COV-2 REALTIME PCR KIT,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",E gene; N gene,Nasopharyngeal swab; Oropharyngeal swab; Bronchoalveolar lavage; Saliva,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Brazil ANVISA; CE-IVD,https://www.vircell.com,spain,Spain,Europe
a266900000A9wB1,Vircell S.L.,AMPLIRUN® TOTAL SARS-COV-2-FLUA-FLUB-RSV CONTROL (SWAB),Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",Whole Genome,Nasopharyngeal swab,Standard lab instrumentation is required,Fully automated (including sample preparation),Lab-based,0,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,None,https://www.vircell.com,spain,Spain,Europe
a266900000A9wB2,Vircell S.L.,SARS-COV-2 VARIANTS REALTIME PCR,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",S gene,Nasopharyngeal swab; Oropharyngeal swab; Saliva,Standard lab instrumentation is required,Manual,Lab-based,120,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,CE-IVD,www.vircell.com,spain,Spain,Europe
a266900000A9wB3,Vircell S.L.,AMPLIRUN® SARS-CoV-2 B.1.1.7 RNA,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",Whole Genome,Other,Standard lab instrumentation is required,Fully automated (including sample preparation),Lab-based,120,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,Unknown,Unknown,Unknown,None,https://www.vircell.com,spain,Spain,Europe
a266900000A9wB9,Vircell S.L.,DIRECT SARS-COV-2 REALTIME PCR,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",E gene; N gene,Nasopharyngeal swab; Oropharyngeal swab; Bronchoalveolar lavage; Saliva,Standard lab instrumentation is required,Fully automated (including sample preparation),Lab-based,120,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),CE-IVD; Other,https://www.vircell.com,spain,Spain,Europe
a266900000A9wBQ,Vircell S.L.,SARS-COV-2-FLU-RSV REALTIME PCR KIT,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",E gene; N gene; M gene; InfB NS; InfA Matrix gene,Nasopharyngeal swab; Oropharyngeal swab,Standard lab instrumentation is required,Manual,Lab-based,120,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.vircell.com,spain,Spain,Europe
a266900000A9wBR,Vircell S.L.,SARSCOV2 PLUS UK REALTIME PCR KIT,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",N gene; S gene,Nasopharyngeal swab; Oropharyngeal swab,Standard lab instrumentation is required,Manual,Lab-based,120,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),None,https://www.vircell.com,spain,Spain,Europe
a2669000009z9aU,Vircell S.L.,COVID-19 VIRCLIA® IgM+IgA MONOTEST,Immunoassay,Intended for professional use only,Antibody (serological),Chemiluminescent Immunoassay (CLIA),IgM; IgA,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.vircell.com,spain,Spain,Europe
a2669000009z9aV,Vircell S.L.,COVID-19 VIRCLIA® IgG MONOTEST,Immunoassay,Intended for professional use only,Antibody (serological),Chemiluminescent Immunoassay (CLIA),IgG,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.vircell.com,spain,Spain,Europe
a2669000009z9aW,Vircell S.L.,COVID-19 ELISA IgG,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,IgG,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.vircell.com,spain,Spain,Europe
a2669000009z9aX,Vircell S.L.,COVID-19 ELISA IgM+IgA,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,IgM; IgA,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.vircell.com,spain,Spain,Europe
a2669000009z9aY,Vircell S.L.,SARS-COV-2 PLUS UK REALTIME PCR KIT,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",E gene; S gene; ORF1ab,Unknown,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.vircell.com,spain,Spain,Europe
a266900000A9wBX,Visby Medical,Visby Medical COVID-19 Point of Care Test,Molecular,Intended for professional use only,RNA,Cartridge-based processing,N gene,Nasopharyngeal swab,A proprietary/new instrument is required,Manual,near Point of Care,45,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,US FDA EUA,https://visbymedical.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000AuhmE,Visby Medical,Visby Medical COVID-19,Molecular,Intended for professional use only,RNA,Cartridge-based processing,N gene,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,A proprietary/new instrument is required,Manual,near Point of Care,NA,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),No expected impact (in silico analyses),US FDA EUA,visbymedical.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000B5QKk,Vision Biotechnology,VISION COVID-19 RAPID ANTIGEN TEST KIT,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.visionbiotechnology.com,turkey,Turkey,Europe
