date_of_submission,manufacturer,submission_id,submission_title,country,region,stage_of_development,regulatory_status,type_of_technology,assay_aim,syndromes,other_target_pathogen,permalink,planned_market_entry,primary_use_case,ID_type,disease_target,assay_target,organism_classes,target_pathogen,target_analyte,technology_principle,readout_technology,other_readout_technology,qualitative_or_quantitative,antimicrobial_resistance_class,resistance_marker,other_antimicrobial_resistance_class,Drug_resistance_target,Other Drug resistance target,AST_output,test_format,other_test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,other_validated_sample_type,time_to_results_excl_prep,city,test_to_be_listed_on_finds_web_page,country_tmp,city2,lat,lng,name,region_availability,is_this_a_variant_detection_test,format_of_material_provided,qual_or_quant,storage_temp,performance_detail_submission_id,sensitivity,specificity,connectivity_solution,find_evaluation,s_gene_dropout,scov2_variants,data_to_be_published_on_finds_web_page,study_type,number_of_positive_samples,number_of_negative_samples,total_number_of_samples,sc2_impact_alpha,sc2_impact_beta,sc2_impact_delta,sc2_impact_delta_plus,sc2_impact_gamma,sc2_impact_omicron,sc2_impact_omicron_ba4,sc2_impact_omicron_ba5,laboratory_point_of_care,time_to_result,performance_submission_title,type_data_source,sensitivity_ci_low,sensitivity_ci_up,specificity_ci_low,specificity_ci_up,target_patient_group,sample_type,total_number_samples,number_positive_samples,number_negative_samples,serovar_subtype,instrument_name,disease_target_phase,drug_resistance_target,other_drug_resistance_target,other_regulatory_status,who_technology_class,who_pipe
NA,DIA.PRO Diagnostic Bioprobes S.r.l.,a2r69000006Shl5,Measles virus IgG – ELISA,Italy,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://diapro.it,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Sesto San Giovanni,Yes,Italy,"Sesto San Giovanni, Italy",45.53585815,9.23888969,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,SCREEN Italia,a2r69000006Shkh,SCREEN TEST RUBELLA IGM,Italy,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://screenitalia.it,NA,NA,NA,Rubella,Antibody (serological),NA,Rubella virus,Anti-RuV IgM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,NA,NA,True Point of Care,NA,Plasma; Serum,NA,NA,Torgiano,Yes,Italy,"Torgiano, Italy",43.02621078,12.43650055,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,Institut Virion/Serion GmbH,a2r69000006Shki,Röteln/Rubella Virus IgG,Germany,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://virion-serion.de,NA,NA,NA,Rubella,Antibody (serological),NA,Rubella virus,Anti-RuV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Würzburg,Yes,Germany,"Würzburg, Germany",49.7942543,9.92748928,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,Institut Virion/Serion GmbH,a2r69000006Shlv,Masern/Measles Virus IgG,Germany,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://virion-serion.de,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Cerebrospinal fluid (CSF); Plasma; Serum,NA,NA,Würzburg,Yes,Germany,"Würzburg, Germany",49.7942543,9.92748928,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,Roche Diagnostics,a2r69000006Shkf,Elecsys Rubella IgM,Switzerland,European Region,Regulatory Achieved,Argentina ANMAT; Australia TGA; Brazil ANVISA; CE-IVDD; Chile ANAMED; China NMPA; Colombia INVIMA; Ecuador ARCSA; Health Canada; India CDSCO; Indonesia MDR; Korea MFDS; Malaysia MDA; Mexico COFEPRIS; Paraguay DINAVISA; Peru DIGEMID; Philippines FDA; Saudi Arabia SFDA; South Africa SAHPRA; Taiwan FDA; US FDA 510k,Immunoassay,NA,NA,NA,https://Roche.com,NA,NA,NA,Rubella,Antibody (serological),NA,Rubella virus,Anti-RuV IgM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemiluminescent Immunoassay (CLIA),NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Risch-Rotkreuz,Yes,Switzerland,"Risch-Rotkreuz, Switzerland",47.13299942,8.46700001,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,Sacace Biotechnologies,a2r69000006Shkg,Rubella Real-TM Qual (CE),Italy,European Region,Regulatory Achieved,CE-IVDD,Molecular,NA,NA,NA,https://sacace.com,NA,NA,NA,Rubella,RNA,NA,Rubella virus,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,NA,NA,Lab-based,NA,Unknown,NA,NA,Como,Yes,Italy,"Como, Italy",45.81203079,9.08561516,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,"DRG International, Inc.",a2r69000006ShlH,Measles Virus IgG ELISA,Germany,European Region,Regulatory Achieved,CE-IVDD; US FDA 510k,Immunoassay,NA,NA,NA,https://drg-international.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Serum,NA,NA,Springfield,Yes,Germany,"Springfield, Germany",51.09198761,10.38080883,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,DIASORIN S.P.A.,a2r69000006ShlE,LIAISON Measles IgM,Italy,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD,Immunoassay,NA,NA,NA,https://diasorin.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemiluminescent Immunoassay (CLIA),NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Saluggia,Yes,Italy,"Saluggia, Italy",45.23860931,8.01220417,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,Roche Diagnostics,a2r69000006Shke,Elecsys Rubella IgG,Switzerland,European Region,Regulatory Achieved,Health Canada; US FDA 510k,Immunoassay,NA,NA,NA,https://Roche.com,NA,NA,NA,Rubella,Antibody (serological),NA,Rubella virus,Anti-RuV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemiluminescent Immunoassay (CLIA),NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Risch-Rotkreuz,Yes,Switzerland,"Risch-Rotkreuz, Switzerland",47.13299942,8.46700001,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,DIASORIN S.P.A.,a2r69000006ShlF,LIAISON Measles IgG,Italy,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD,Immunoassay,NA,NA,NA,https://diasorin.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemiluminescent Immunoassay (CLIA),NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Saluggia,Yes,Italy,"Saluggia, Italy",45.23860931,8.01220417,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,PathoFinder,a2r69000006Shlr,MeningoFinder 2SMART,Netherlands,European Region,Regulatory Achieved,CE-IVDD,Molecular,NA,NA,NA,https://pathofinder.com,NA,NA,NA,Measles; Meningitis,RNA + DNA,NA,Cryptococcus gattii; Cryptococcus neoformans; Enterovirus; Escherichia coli; Listeria monocytogenes; Measles morbillivirus; Neisseria meningitidis; Other; Staphylococcus aureus; Streptococcus agalactiae (Group B); Streptococcus pneumoniae,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,NA,NA,Lab-based,NA,Cerebrospinal fluid (CSF),NA,NA,Maastricht,Yes,Netherlands,"Maastricht, Netherlands",50.84984589,5.6872592,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,Seegene Inc.,a2r69000006Shjb,Seeplex Diarrhea-B1 ACE Detection,"Korea, Republic of",Western Pacific Region,Regulatory Achieved,CE-IVDD,Molecular,NA,NA,NA,https://seegene.com,NA,NA,NA,Cholera; Gastroenteritis; Salmonellosis (Non-Typhoidal); Sepsis,DNA,NA,Campylobacter spp; Salmonella spp.; Shigella spp; Vibrio spp,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,NA,NA,Lab-based,NA,Faeces,NA,NA,Gaithersburg,Yes,South Korea,"Gaithersburg, Korea, Republic of",36.43822861,127.83287048,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,Bioactiva diagnostica GmbH ,a2r69000006ShkN,Measles Virus IgG,Germany,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://bioactiva.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Bad Homburg vor der Höhe,Yes,Germany,"Bad Homburg vor der Höhe, Germany",50.22715378,8.61606026,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,"Beijing Beier Bioenginnering Co.,Ltd",a2r69000006ShkL,Measles virus IgM ELISA kit,China,Western Pacific Region,Regulatory Achieved,China NMPA,Immunoassay,NA,NA,NA,https://beierbio.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Beijing,Yes,China,"Beijing, China",39.9078064,116.39758301,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,"QINGDAO HIGHTOP BIOTECH CO., LTD",a2r69000006ShjY,One Step Vibrio Cholera O1 Inaba (VC O1) Test,China,Western Pacific Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://hightopqd.com,NA,NA,NA,Cholera,Antigen,NA,Vibrio cholerae,Cholera O1 Lipopolysaccharide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,NA,NA,True Point of Care,NA,Faeces,NA,NA,Qingdao,Yes,China,"Qingdao, China",36.06811142,120.38226318,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V.cholerae O1,NA,NA,NA,NA,NA,NA,NA
NA,"Beijing Beier Bioenginnering Co.,Ltd",a2r69000006ShkM,Measles virus IgG ELISA kit,China,Western Pacific Region,Regulatory Achieved,China NMPA,Immunoassay,NA,NA,NA,https://beierbio.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Beijing,Yes,China,"Beijing, China",39.9078064,116.39758301,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,Demeditec Diagnostics GmbH,a2r69000006Shl2,Measles Virus IgG ELISA,Germany,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://demeditec.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Kiel,Yes,Germany,"Kiel, Germany",54.32276154,10.13589954,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,NovaTec Immundiagnostica GmbH,a2r69000006ShkS,Avidity Rubella Virus IgG,Germany,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://novatec-id.com,NA,NA,NA,Rubella,Antibody (serological),NA,Rubella virus,Anti-RuV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Plasma; Serum; Other,NA,NA,Dietzenbach,Yes,Germany,"Dietzenbach, Germany",50.00973892,8.77932072,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,Demeditec Diagnostics GmbH,a2r69000006Shl3,Measles Virus IgM ELISA,Germany,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://demeditec.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Kiel,Yes,Germany,"Kiel, Germany",54.32276154,10.13589954,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,Immunodiagnostic Systems Holdings Ltd,a2r69000006Shlb,Measles IgG,United Kingdom,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://idsplc.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemiluminescent Immunoassay (CLIA),NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Tyne & Wear,Yes,United Kingdom,"Tyne & Wear, United Kingdom",54.95901871,-1.53803539,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,IBL International GmbH,a2r69000006ShlY,Measles virus IgG ELISA,Germany,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://ibl-international.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,HAMBURG,Yes,Germany,"HAMBURG, Germany",53.55725479,9.99596596,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,Vircell S.L.,a2r69000006Shm9,Measles ELISA IgG/IgM,Spain,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD,Immunoassay,NA,NA,NA,https://vircell.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgG; Anti-MeV IgM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Granada,Yes,Spain,"Granada, Spain",37.17648315,-3.59793711,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,"Immuno-Biological Laboratories, Inc. (IBL-America)",a2r69000006ShlZ,Measles Virus IgG ELISA,United States,Region of the Americas,Regulatory Achieved,Other,Immunoassay,NA,NA,NA,https://ibl-america.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Minneapolis,Yes,United States,"Minneapolis, United States",44.97748566,-93.26436615,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,Vircell S.L.,a2r69000006ShmA,MEASLES VIRCLIA IgG MONOTEST,Spain,European Region,Regulatory Achieved,Brazil ANVISA,Immunoassay,NA,NA,NA,https://vircell.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Granada,Yes,Spain,"Granada, Spain",37.17648315,-3.59793711,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,Trinity Biotech,a2r69000006Shm7,Captia Measles IgM EIA,Ireland,European Region,Regulatory Achieved,CE-IVDD; US FDA 510k,Immunoassay,NA,NA,NA,https://trinitybiotech.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Serum,NA,NA,Bray,Yes,Ireland,"Bray, Ireland",53.20146179,-6.1105051,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,IBL International GmbH,a2r69000006ShlX,Measles virus IgM ELISA,Germany,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://ibl-international.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,HAMBURG,Yes,Germany,"HAMBURG, Germany",53.55725479,9.99596596,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,Gold Standard Diagnostics,a2r69000006ShlU,Measles IgG,United States,Region of the Americas,Regulatory Achieved,Health Canada,Immunoassay,NA,NA,NA,https://goldstandarddiagnostics.com/home,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Serum,NA,NA,Davis,Yes,United States,"Davis, United States",38.54672623,-121.74433899,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,TestLine Clinical Diagnostics s.r.o.,a2r69000006Shm5,SmartEIA Measles IgM,Czech Republic,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://testlinecd.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Brno,Yes,Czech Republic,"Brno, Czech Republic",49.19205093,16.6131916,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,Trinity Biotech,a2r69000006Shm6,Captia Measles IgG EIA,Ireland,European Region,Regulatory Achieved,CE-IVDD; Health Canada,Immunoassay,NA,NA,NA,https://trinitybiotech.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Serum,NA,NA,Bray,Yes,Ireland,"Bray, Ireland",53.20146179,-6.1105051,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,Abbott Laboratories,a2r69000006ShmK,The AxSYM Rubella IgG assay,United States,Region of the Americas,Regulatory Achieved,CE-IVDD; US FDA 510k,Immunoassay,NA,NA,NA,https://abbott.com,NA,NA,NA,Rubella,Antibody (serological),NA,Rubella virus,Anti-RuV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Abbott Park,Yes,United States,"Abbott Park, United States",41.71919632,-87.62211609,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,"Beijing Beier Bioenginnering Co.,Ltd",a2r69000006Shmr,Rubella virus IgG Rapid Test Kit (Colloidal gold),China,Western Pacific Region,Regulatory Achieved,China NMPA,Immunoassay,NA,NA,NA,https://beierbio.com,NA,NA,NA,Rubella,Antibody (serological),NA,Rubella virus,Anti-RuV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,NA,NA,near Point of Care,NA,Serum,NA,NA,Beijing,Yes,China,"Beijing, China",39.9078064,116.39758301,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
